# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Dec  7 03:23:11 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_radestr <= 4.5
# CONSTRAINT:  and pl_bmassestr <= 50)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-36 b,Kepler-36,1,1,2,Transit,2012,Kepler,Published Confirmed,0,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,13.86825000,0.00050000,-0.00050000,0,,,,,1.498,0.061,-0.049,0,0.134,0.005,-0.004,0,3.83000,0.11000,-0.10000,0,0.01205,0.00035,-0.00031,0,Mass,0.000000,,,0,247.00,32.00,-32.00,0,,,,,1,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,,5979.00,60.00,-60.00,0,1.63,0.04,-0.04,0,1.03,0.02,-0.02,0,-0.180,0.040,-0.040,0,[Fe/H],4.10,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073,527.9560000,6.1050000,-5.9690000,11.9410000,0.0250000,-0.0250000,10.7880000,0.0220000,-0.0220000,12.0767000,0.0001700,-0.0001700,2020-05-04,2020-03,2020-05-07
Kepler-60 c,Kepler-60,1,1,3,Transit,2012,Kepler,Published Confirmed,0,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,8.91870000,0.00020000,-0.00020000,0,,,,,1.900,0.150,-0.150,0,0.170,0.013,-0.013,0,3.85000,0.81000,-0.81000,0,0.01211,0.00255,-0.00255,0,Mass,,,,,236.00,39.00,-39.00,0,,,,,1,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,,5905.00,144.00,-144.00,0,1.26,0.09,-0.09,0,1.04,0.08,-0.08,0,-0.090,0.100,-0.100,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m50.70s,288.9612535,+42d15m54.17s,42.2650472,1025.1000000,19.9700000,-19.2200000,13.9500000,0.1370000,-0.1370000,12.5160000,0.0180000,-0.0180000,13.9132000,0.0002340,-0.0002340,2016-04-13,2016-03,2016-04-07
TOI-178 e,TOI-178,1,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,9.96188100,0.00004200,-0.00004200,0,0.078300,0.002300,-0.002400,0,2.207,0.088,-0.090,0,0.197,0.008,-0.008,0,3.86000,1.25000,-0.94000,0,0.01214,0.00393,-0.00296,0,Mass,,,,,,,,,600,12,-12,0,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,K,4316.00,70.00,-70.00,0,0.65,0.01,-0.01,0,0.65,0.03,-0.03,0,-0.230,0.050,-0.050,0,[Fe/H],4.45,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.6990000,0.2074000,-0.2061000,11.9550000,0.0350000,-0.0350000,8.6560000,0.0210000,-0.0210000,11.1523000,0.0008900,-0.0008900,2021-03-12,2021-05,2021-03-18
Gliese 12 b,Gliese 12,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KUZUHARA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...967L..21K/abstract target=ref>Kuzuhara et al. 2024</a>,12.76140800,0.00005000,-0.00005000,0,0.066800,0.002400,-0.002400,0,0.958,0.046,-0.048,0,0.085,0.004,-0.004,0,3.87000,,,1,0.01218,,,1,Mass,0.500000,,,1,1.62,0.13,-0.11,0,315,6,-5,0,0,<a refstr=KUZUHARA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...967L..21K/abstract target=ref>Kuzuhara et al. 2024</a>,M3.0 V,3296.00,48.00,-36.00,0,0.26,0.01,-0.01,0,0.24,0.01,-0.01,0,-0.320,0.060,-0.060,0,[Fe/H],5.21,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h15m49.90s,3.9579137,+13d33m27.42s,13.5576175,12.2100000,0.0130500,-0.0130500,12.6000000,0.0420000,-0.0420000,7.8070000,0.0200000,-0.0200000,11.3963000,0.0017560,-0.0017560,2024-05-21,2024-06,2024-05-21
HD 110067 e,HD 110067,1,3,6,Transit,2023,Multiple Observatories,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,30.79309100,0.00001200,-0.00001200,0,0.178500,0.002200,-0.002200,0,1.940,0.040,-0.040,0,0.173,0.004,-0.004,0,3.90000,,,1,0.01227,,,1,Mass,,,,,,,,,533,7,-7,0,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,K0.0 V,5266.00,64.00,-64.00,0,0.79,0.01,-0.01,0,0.80,0.04,-0.04,0,-0.200,0.040,-0.040,0,[Fe/H],4.54,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377,32.1585000,0.0572000,-0.0569000,8.4190000,0.0020000,-0.0020000,6.4920000,0.0180000,-0.0180000,8.1720800,0.0002780,-0.0002780,2023-12-05,2023-11,2023-12-05
Kepler-114 d,Kepler-114,1,1,3,Transit,2013,Kepler,Published Confirmed,0,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,11.77600000,,,0,,,,,2.530,0.280,-0.280,0,0.226,0.025,-0.025,0,3.90000,1.70000,-1.70000,0,0.01200,0.00500,-0.00500,0,Mass,,,,,,,,,,,,,1,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,,,,,,0.54,0.06,-0.06,0,0.56,0.06,-0.06,0,,,,,,4.72,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m29.16s,294.1214820,+48d20m59.27s,48.3497977,259.5330000,1.3085000,-1.3085000,13.9610000,0.1030000,-0.1030000,11.3660000,0.0220000,-0.0220000,13.7125000,0.0002850,-0.0002850,2014-05-14,2014-02,2014-05-14
Kepler-323 b,Kepler-323,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,1.67832800,0.00000150,-0.00000150,0,0.027780,0.000680,-0.000680,0,1.381,0.035,-0.035,0,0.123,0.003,-0.003,0,3.90000,,,1,0.01227,,,1,Mass,0.095000,,,1,1900.00,150.00,-150.00,0,1838,35,-35,0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,6004.00,71.00,-71.00,0,1.12,0.02,-0.02,0,1.01,0.07,-0.07,0,-0.140,0.050,-0.050,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m31.75s,291.3822988,+38d07m38.85s,38.1274595,454.8830000,6.6370000,-6.4520000,12.7800000,0.0920000,-0.0920000,11.3540000,0.0200000,-0.0200000,12.6580000,0.0002010,-0.0002010,2023-04-17,2023-04,2023-04-17
Kepler-48 b,Kepler-48,1,1,5,Transit,2012,Kepler,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,4.77800000,,,0,,,,,1.880,0.100,-0.100,0,0.168,0.009,-0.009,0,3.94000,2.10000,-2.10000,0,0.01240,0.00661,-0.00661,0,Mass,,,,,,,,,,,,,1,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,5194.00,73.00,-73.00,0,0.89,0.05,-0.05,0,0.88,0.06,-0.06,0,0.170,0.070,-0.070,0,[Fe/H],4.49,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m33.43s,299.1393094,+40d56m56.18s,40.9489390,306.7380000,1.8250000,-1.8040000,13.1740000,0.1030000,-0.1030000,11.2210000,0.0230000,-0.0230000,13.0772000,0.0002630,-0.0002630,2016-10-26,2014-02,2016-10-27
TOI-178 g,TOI-178,1,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,20.70950000,0.00014000,-0.00011000,0,0.127500,0.003800,-0.003900,0,2.870,0.140,-0.130,0,0.256,0.012,-0.012,0,3.94000,1.31000,-1.62000,0,0.01240,0.00412,-0.00510,0,Mass,,,,,,,,,470,10,-10,0,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,K,4316.00,70.00,-70.00,0,0.65,0.01,-0.01,0,0.65,0.03,-0.03,0,-0.230,0.050,-0.050,0,[Fe/H],4.45,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.6990000,0.2074000,-0.2061000,11.9550000,0.0350000,-0.0350000,8.6560000,0.0210000,-0.0210000,11.1523000,0.0008900,-0.0008900,2021-03-12,2021-05,2021-03-18
G 9-40 b,G 9-40,1,1,1,Transit,2019,K2,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.154L/abstract target=ref>Luque et al. 2022</a>,5.74599820,0.00000200,-0.00000200,0,0.041800,0.000640,-0.000640,0,1.900,0.065,-0.065,0,0.170,0.006,-0.006,0,4.00000,0.63000,-0.63000,0,0.01259,0.00198,-0.00198,0,Mass,0.000000,,,0,6.27,0.19,-0.19,0,441,8,-8,0,0,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.154L/abstract target=ref>Luque et al. 2022</a>,,3395.00,51.00,-51.00,0,0.30,0.01,-0.01,0,0.30,0.01,-0.01,0,-0.070,0.160,-0.160,0,[Fe/H],4.84,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h58m52.52s,134.7188514,+21d04m29.27s,21.0747961,27.9276000,0.0451000,-0.0450000,13.8210000,0.0440000,-0.0440000,9.1900000,0.0180000,-0.0180000,12.7331000,0.0004400,-0.0004400,2024-10-22,2022-10,2024-10-22
Kepler-62 c,Kepler-62,1,1,5,Transit,2013,Kepler,Published Confirmed,0,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,12.44170000,0.00010000,-0.00010000,0,0.092900,0.000900,-0.000900,0,0.540,0.030,-0.030,0,0.048,0.003,-0.003,0,4.00000,,,1,0.01300,,,1,Mass,,,,,,,,,578,31,-31,0,0,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,K2 V,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0,0.69,0.02,-0.02,0,-0.370,0.040,-0.040,0,[Fe/H],4.68,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m51.01s,283.2125621,+45d20m58.92s,45.3496992,300.8740000,1.2190000,-1.2190000,13.9650000,0.0920000,-0.0920000,11.6590000,0.0210000,-0.0210000,13.7197000,0.0002080,-0.0002080,2014-05-14,2013-05,2014-05-14
TOI-1799 b,TOI-1799,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,7.08573800,0.00008300,-0.00008300,0,0.071000,0.001000,-0.001000,0,1.422,0.093,-0.088,0,0.127,0.008,-0.008,0,4.00000,1.70000,-1.80000,0,0.01259,0.00535,-0.00566,0,Mass,0.000000,,,0,,,,,923,15,-14,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5698.00,75.00,-68.00,0,0.95,0.02,-0.02,0,0.94,0.03,-0.03,0,-0.064,0.058,-0.053,0,[Fe/H],4.45,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h08m55.90s,167.2329152,+34d18m10.85s,34.3030149,62.1274000,0.1962000,-0.1950000,8.9800000,0.0300000,-0.0300000,7.3810000,0.0180000,-0.0180000,8.8101300,0.0002220,-0.0002220,2024-07-23,2024-06,2024-07-23
TOI-6008 b,TOI-6008,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARKAOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240506350B/abstract target=ref>Barkaoui et al. 2024</a>,0.85743470,0.00004240,-0.00004240,0,0.010777,0.000162,-0.000162,0,1.030,0.050,-0.050,0,0.092,0.004,-0.004,0,4.00000,,,1,0.01259,,,1,Mass,,,,,41.50,4.50,-4.50,0,707,19,-19,0,0,<a refstr=BARKAOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240506350B/abstract target=ref>Barkaoui et al. 2024</a>,M5.0,3075.00,75.00,-75.00,0,0.24,0.01,-0.01,0,0.23,0.01,-0.01,0,0.300,,,1,[Fe/H],5.01,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h41m47.70s,310.4487344,+49d38m48.84s,49.6468992,23.1008000,0.0293000,-0.0291000,15.9700000,0.2000000,-0.2000000,9.5410000,0.0180000,-0.0180000,13.7122000,0.0005500,-0.0005500,2024-05-28,2024-05,2024-05-28
HD 137496 b,HD 137496,1,1,2,Transit,2021,K2,Published Confirmed,0,<a refstr=AZEVEDO_SILVA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..68A/abstract target=ref>Azevedo Silva et al. 2022</a>,1.62116000,0.00007910,-0.00008060,0,0.027320,0.000190,-0.000190,0,1.310,0.060,-0.050,0,0.117,0.005,-0.004,0,4.04000,0.55000,-0.55000,0,0.01271,0.00173,-0.00173,0,Mass,0.000000,,,0,,,,,2130,30,-29,0,0,<a refstr=AZEVEDO_SILVA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..68A/abstract target=ref>Azevedo Silva et al. 2022</a>,G,5799.00,61.00,-61.00,0,1.59,0.03,-0.03,0,1.04,0.02,-0.02,0,-0.030,0.040,-0.040,0,[Fe/H],4.05,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h26m58.09s,231.7420543,-16d30m32.41s,-16.5090014,155.3170000,1.7390000,-1.7020000,9.8990000,0.0060000,-0.0060000,8.2440000,0.0360000,-0.0360000,9.7716800,0.0006010,-0.0006010,2021-11-18,2022-01,2021-11-18
L 168-9 b,L 168-9,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,1.40152604,0.00000074,-0.00000082,0,0.020800,0.000600,-0.000600,0,1.630,0.140,-0.140,0,0.145,0.012,-0.012,0,4.07000,0.45000,-0.45000,0,0.01281,0.00142,-0.00142,0,Mass,0.000000,,,0,,,,,998,39,-39,0,0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,M0.5 V,3842.00,32.00,-32.00,0,0.60,0.04,-0.04,0,0.61,0.06,-0.06,0,-0.030,0.030,-0.030,0,[Fe/H],4.84,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h20m06.86s,350.0285917,-60d03m56.63s,-60.0657292,25.1496000,0.0239000,-0.0239000,11.0050000,0.0180000,-0.0180000,7.0820000,0.0310000,-0.0310000,10.2316000,0.0008390,-0.0008390,2024-08-30,2024-06,2024-08-30
CoRoT-7 b,CoRoT-7,1,1,3,Transit,2009,CoRoT,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,0.85359163,0.00000001,-0.00000001,0,,,,,1.681,0.112,-0.112,0,0.150,0.010,-0.010,0,4.07661,1.01982,-1.01982,0,0.01283,0.00321,-0.00321,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5275.00,75.00,-75.00,0,0.83,0.04,-0.04,0,0.82,0.17,-0.17,0,0.050,,,0,[Fe/H],4.50,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000,0.9170000,-0.9060000,11.7280000,0.0270000,-0.0270000,9.8060000,0.0210000,-0.0210000,11.5239000,0.0004620,-0.0004620,2020-11-13,2017-03,2020-11-19
