# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Dec  7 05:41:49 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
#
pl_name,hostname,default_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim
GJ 625 b,GJ 625,1,14.62800000,0.01200000,-0.01300000,0,,,,
GJ 649 b,GJ 649,1,600.10000000,1.70000000,-1.70000000,0,,,,
GJ 667 C b,GJ 667 C,1,7.20300000,0.00190000,-0.00190000,0,,,,
GJ 667 C c,GJ 667 C,1,28.14000000,0.05300000,-0.06500000,0,,,,
GJ 667 C e,GJ 667 C,1,62.24000000,0.55000000,-0.55000000,0,,,,
GJ 667 C f,GJ 667 C,1,39.02600000,0.19400000,-0.21100000,0,,,,
GJ 667 C g,GJ 667 C,1,256.20000000,13.80000000,-7.90000000,0,,,,
GJ 674 b,GJ 674,1,4.69380000,0.00700000,-0.00700000,0,,,,
GJ 676 A b,GJ 676 A,1,1051.44521000,0.37707000,-0.40023000,0,,,,
GJ 676 A c,GJ 676 A,1,13921.42302000,1232.33794000,-1514.65143000,0,,,,
GJ 676 A d,GJ 676 A,1,3.60076000,0.00019000,-0.00020000,0,,,,
GJ 676 A e,GJ 676 A,1,35.47358000,0.01560000,-0.01472000,0,,,,
GJ 680 b,GJ 680,1,17281.66514000,4832.84502000,-3919.17991000,0,,,,
GJ 682 b,GJ 682,1,17.47800000,0.06200000,-0.04000000,0,,,,
GJ 682 c,GJ 682,1,57.32000000,0.45000000,-0.48000000,0,,,,
GJ 685 b,GJ 685,1,24.16000000,0.06100000,-0.04700000,0,,,,
GJ 687 b,GJ 687,1,38.14200000,0.00700000,-0.00700000,0,,,,
GJ 687 c,GJ 687,1,727.56200000,12.19800000,-12.19800000,0,,,,
GJ 720 A b,GJ 720 A,1,19.46600000,0.00500000,-0.00500000,0,,,,
GJ 724 b,GJ 724,1,5.10128400,0.00008000,-0.00007700,0,,,,
GJ 740 b,GJ 740,1,2.37756000,0.00013000,-0.00011000,0,,,,
GJ 806 b,GJ 806,1,0.92632370,0.00000090,-0.00000090,0,1.331,0.023,-0.023,0
GJ 806 c,GJ 806,1,6.64064000,0.00025000,-0.00025000,0,,,,
GJ 832 b,GJ 832,1,3853.00000000,51.00000000,-47.00000000,0,,,,
GJ 849 b,GJ 849,1,1925.31000000,6.50000000,-6.50000000,0,,,,
GJ 849 c,GJ 849,1,5990.00000000,110.00000000,-100.00000000,0,,,,
GJ 86 b,GJ 86,1,15.76491000,0.00039000,-0.00039000,0,,,,
GJ 876 b,GJ 876,1,61.11660000,0.00860000,-0.00860000,0,,,,
GJ 876 c,GJ 876,1,30.08810000,0.00820000,-0.00820000,0,,,,
GJ 876 d,GJ 876,1,1.93778000,0.00002000,-0.00002000,0,,,,
GJ 876 e,GJ 876,1,124.26000000,0.70000000,-0.70000000,0,,,,
GJ 887 b,GJ 887,1,9.26200000,0.00100000,-0.00100000,0,,,,
GJ 887 c,GJ 887,1,21.78900000,0.00400000,-0.00500000,0,,,,
GJ 896 A b,GJ 896 A,1,284.39000000,1.47000000,-1.47000000,0,,,,
GJ 900 b,GJ 900 A,1,,,,,,,,
GJ 9066 c,GJ 9066,1,771.36000000,1.34000000,-1.23000000,0,,,,
GJ 9404 b,GJ 9404,1,13.45860000,0.00440000,-0.00670000,0,,,,
GJ 96 b,GJ 96,1,73.94000000,0.33000000,-0.38000000,0,,,,
GJ 9689 b,GJ 9689,1,18.27000000,0.01000000,-0.01000000,0,,,,
GJ 9714 b,GJ 9714,1,19240.75467000,8353.76637000,-4514.32010000,0,,,,
GJ 9827 b,GJ 9827,1,1.20897400,0.00000100,-0.00000100,0,1.440,0.090,-0.070,0
GJ 9827 c,GJ 9827,1,3.64810300,0.00001300,-0.00001000,0,1.130,0.070,-0.050,0
GJ 9827 d,GJ 9827,1,6.20183000,0.00000300,-0.00000300,0,1.980,0.110,-0.100,0
GPX-1 b,GPX-1,1,1.74457900,0.00000800,-0.00000800,0,16.477,1.121,-1.121,0
GQ Lup b,GQ Lup,1,,,,,33.600,5.600,-5.600,0
GSC 06214-00210 b,GSC 06214-00210,1,,,,,,,,
GU Psc b,GU Psc,1,,,,,14.179,1.289,-1.289,0
Gaia-1 b,Gaia-1,1,3.05252400,0.00001700,-0.00001700,0,13.776,0.235,-0.235,0
Gaia-2 b,Gaia-2,1,3.69152240,0.00000390,-0.00000390,0,14.818,0.146,-0.146,0
Gaia22dkvL b,Gaia22dkvL,1,,,,,,,,
Gl 378 b,Gl 378,1,3.82200000,0.00100000,-0.00100000,0,,,,
Gl 49 b,Gl 49,1,13.85080000,0.00530000,-0.00510000,0,,,,
Gl 686 b,Gl 686,1,15.53000000,0.00110000,-0.00110000,0,,,,
Gliese 12 b,Gliese 12,1,12.76140800,0.00005000,-0.00005000,0,0.958,0.046,-0.048,0
HAT-P-1 b,HAT-P-1,1,4.46529976,0.00000055,-0.00000055,0,14.785,0.213,-0.213,0
HAT-P-11 b,HAT-P-11,1,4.88780244,0.00000003,-0.00000003,0,4.901,0.065,-0.065,0
HAT-P-11 c,HAT-P-11,1,3299.00000000,53.00000000,-56.00000000,0,,,,
HAT-P-12 b,HAT-P-12,1,3.21305980,0.00000210,-0.00000210,0,10.749,0.325,-0.235,0
HAT-P-13 b,HAT-P-13,1,2.91625000,0.00001500,-0.00001500,0,14.258,0.729,-0.729,0
HAT-P-13 c,HAT-P-13,1,446.27000000,0.22000000,-0.22000000,0,,,,
HAT-P-14 b,HAT-P-14,1,4.62767000,0.00000500,-0.00000500,0,15.917,1.345,-1.345,0
HAT-P-15 b,HAT-P-15,1,10.86350000,0.00002700,-0.00002700,0,11.882,0.785,-0.785,0
HAT-P-16 b,HAT-P-16,1,2.77596000,0.00000300,-0.00000300,0,14.448,0.740,-0.740,0
HAT-P-17 b,HAT-P-17,1,10.33852000,0.00000900,-0.00000900,0,11.769,0.448,-0.448,0
HAT-P-17 c,HAT-P-17,1,5584.00000000,7700.00000000,-2100.00000000,0,,,,
HAT-P-18 b,HAT-P-18,1,5.50802300,0.00000600,-0.00000600,0,11.153,0.583,-0.583,0
HAT-P-19 b,HAT-P-19,1,4.00878322,0.00000019,-0.00000019,0,11.299,0.157,-0.146,0
HAT-P-2 b,HAT-P-2,1,5.63351580,0.00000360,-0.00000360,0,,,,
HAT-P-2 c,HAT-P-2,1,8500.00000000,2600.00000000,-1500.00000000,0,,,,
HAT-P-20 b,HAT-P-20,1,2.87531700,0.00000400,-0.00000400,0,9.718,0.370,-0.370,0
HAT-P-21 b,HAT-P-21,1,4.12448000,0.00000700,-0.00000700,0,12.442,1.793,-1.793,0
HAT-P-22 b,HAT-P-22,1,3.21222000,0.00000900,-0.00000900,0,12.890,2.130,-2.130,0
HAT-P-23 b,HAT-P-23,1,1.21288400,0.00000200,-0.00000200,0,15.334,1.009,-1.009,0
HAT-P-24 b,HAT-P-24,1,3.35524000,0.00000700,-0.00000700,0,14.572,2.354,-2.354,0
HAT-P-25 b,HAT-P-25,1,3.65281514,0.00000076,-0.00000075,0,12.722,0.538,-0.538,0
HAT-P-26 b,HAT-P-26,1,4.23452000,0.00001500,-0.00001500,0,7.062,0.448,-0.448,0
HAT-P-27 b,HAT-P-27,1,3.03957700,0.00000500,-0.00000600,0,11.430,0.780,-0.670,0
HAT-P-28 b,HAT-P-28,1,3.25721500,0.00000700,-0.00000700,0,13.585,1.267,-0.919,0
HAT-P-29 b,HAT-P-29,1,5.72319000,0.00004900,-0.00004900,0,13.115,1.457,-1.457,0
HAT-P-3 b,HAT-P-3,1,2.89970000,0.00005400,-0.00005400,0,10.536,0.785,-0.785,0
HAT-P-30 b,HAT-P-30,1,2.81060000,0.00000500,-0.00000500,0,16.141,1.681,-1.681,0
HAT-P-31 b,HAT-P-31,1,5.00542000,0.00009100,-0.00009100,0,12.218,1.681,-1.681,0
HAT-P-32 b,HAT-P-32,1,2.15000820,0.00000013,-0.00000013,0,22.194,0.504,-0.504,0
HAT-P-33 b,HAT-P-33,1,3.47447000,0.00000100,-0.00000100,0,20.737,5.492,-5.492,0
HAT-P-34 b,HAT-P-34,1,5.45265400,0.00001600,-0.00001600,0,13.417,1.457,-1.031,0
HAT-P-35 b,HAT-P-35,1,3.64670600,0.00002100,-0.00002100,0,14.930,1.098,-1.098,0
HAT-P-36 b,HAT-P-36,1,1.32734683,0.00000048,-0.00000048,0,14.314,0.224,-0.224,0
HAT-P-37 b,HAT-P-37,1,2.79743600,0.00000700,-0.00000700,0,13.204,0.863,-0.863,0
HAT-P-38 b,HAT-P-38,1,4.64038200,0.00003200,-0.00003200,0,9.247,1.031,-0.706,0
HAT-P-39 b,HAT-P-39,1,3.54387000,0.00000500,-0.00000500,0,17.609,1.211,-0.908,0
HAT-P-4 b,HAT-P-4,1,3.05653600,,,0,14.280,0.549,-0.673,0
HAT-P-40 b,HAT-P-40,1,4.45724000,0.00001000,-0.00001000,0,17.038,1.906,-1.906,0
HAT-P-41 b,HAT-P-41,1,2.69405000,0.00000400,-0.00000400,0,22.978,5.604,-5.604,0
HAT-P-42 b,HAT-P-42,1,4.64187800,0.00003200,-0.00003200,0,14.348,1.715,-1.715,0
HAT-P-43 b,HAT-P-43,1,3.33264140,0.00001510,-0.00001530,0,13.630,0.640,-0.630,0
HAT-P-44 b,HAT-P-44,1,4.30121900,0.00001900,-0.00001900,0,13.922,1.188,-0.572,0
HAT-P-44 c,HAT-P-44,1,872.20000000,1.70000000,-1.70000000,0,,,,
HAT-P-45 b,HAT-P-45,1,3.12899200,0.00002100,-0.00002100,0,15.984,1.962,-0.975,0
HAT-P-46 b,HAT-P-46,1,4.46312900,0.00004800,-0.00004800,0,14.392,3.038,-1.491,0
HAT-P-49 b,HAT-P-49,1,2.69155000,0.00000600,-0.00000600,0,17.822,2.018,-2.018,0
HAT-P-5 b,HAT-P-5,1,2.78849000,0.00002500,-0.00002500,0,13.563,1.121,-1.121,0
HAT-P-50 b,HAT-P-50,1,3.12201090,0.00000650,-0.00000650,0,14.437,0.717,-0.717,0
HAT-P-51 b,HAT-P-51,1,4.21802091,0.00000066,-0.00000066,0,13.507,0.191,-0.179,0
HAT-P-52 b,HAT-P-52,1,2.75359530,0.00000940,-0.00000940,0,11.310,0.807,-0.807,0
HAT-P-53 b,HAT-P-53,1,1.96162410,0.00000390,-0.00000390,0,14.773,1.020,-1.020,0
HAT-P-54 b,HAT-P-54,1,3.79984700,0.00001400,-0.00001400,0,10.581,0.314,-0.314,0
HAT-P-55 b,HAT-P-55,1,3.58523130,0.00000051,-0.00000051,0,14.841,0.258,-0.247,0
HAT-P-56 b,HAT-P-56,1,2.79083000,0.00000500,-0.00000500,0,16.926,1.233,-1.233,0
HAT-P-57 b,HAT-P-57,1,2.46530000,0.00000300,-0.00000300,0,19.504,4.035,-4.035,0
HAT-P-58 b,HAT-P-58,1,4.01383790,0.00000240,-0.00000240,0,14.930,0.482,-0.482,0
HAT-P-59 b,HAT-P-59,1,4.14197710,0.00000120,-0.00000120,0,12.588,0.146,-0.146,0
HAT-P-6 b,HAT-P-6,1,3.85298000,0.00000500,-0.00000500,0,16.589,1.681,-1.681,0
HAT-P-60 b,HAT-P-60,1,4.79478130,0.00000240,-0.00000240,0,18.282,0.269,-0.269,0
HAT-P-61 b,HAT-P-61,1,1.90231289,0.00000077,-0.00000077,0,10.077,0.303,-0.303,0
HAT-P-62 b,HAT-P-62,1,2.64532350,0.00000390,-0.00000390,0,12.027,0.325,-0.325,0
HAT-P-63 b,HAT-P-63,1,3.37772800,0.00001300,-0.00001300,0,12.543,0.370,-0.370,0
HAT-P-64 b,HAT-P-64,1,4.00723200,0.00000170,-0.00000170,0,19.089,0.785,-0.785,0
HAT-P-65 b,HAT-P-65,1,2.60544751,0.00000050,-0.00000049,0,18.058,0.269,-0.269,0
HAT-P-66 b,HAT-P-66,1,2.97208600,0.00000570,-0.00000570,0,17.822,1.793,-1.121,0
HAT-P-67 b,HAT-P-67,1,4.81010250,0.00000043,-0.00000033,0,23.371,1.076,-0.796,0
HAT-P-68 b,HAT-P-68,1,2.29840551,0.00000052,-0.00000052,0,12.016,0.135,-0.135,0
HAT-P-69 b,HAT-P-69,1,4.78694910,0.00000180,-0.00000210,0,18.786,0.572,-0.370,0
HAT-P-7 b,HAT-P-7,1,2.20474000,0.00001700,-0.00001700,0,16.926,2.354,-2.354,0
HAT-P-70 b,HAT-P-70,1,2.74432452,0.00000079,-0.00000068,0,20.961,1.681,-1.121,0
HAT-P-8 b,HAT-P-8,1,3.07634000,0.00000400,-0.00000400,0,15.693,1.457,-1.457,0
HAT-P-9 b,HAT-P-9,1,3.92281072,0.00000102,-0.00000102,0,15.614,0.751,-0.729,0
HATS-1 b,HATS-1,1,3.44645900,0.00000400,-0.00000400,0,14.594,1.816,-1.098,0
HATS-10 b,HATS-10,1,3.31284600,0.00000580,-0.00000580,0,10.862,0.684,-0.504,0
HATS-11 b,HATS-11,1,3.61918800,0.00002800,-0.00002900,0,18.030,0.720,-0.720,0
HATS-12 b,HATS-12,1,3.14270200,0.00005300,-0.00005300,0,7.760,0.470,-0.470,0
HATS-13 b,HATS-13,1,3.04404990,0.00000270,-0.00000270,0,13.585,0.392,-0.392,0
HATS-14 b,HATS-14,1,2.76676410,0.00000270,-0.00000270,0,11.646,0.359,-0.247,0
HATS-15 b,HATS-15,1,1.74748753,0.00000094,-0.00000094,0,12.386,0.448,-0.448,0
HATS-16 b,HATS-16,1,2.68650200,0.00001100,-0.00001100,0,14.572,1.681,-1.681,0
HATS-17 b,HATS-17,1,16.25461100,0.00007300,-0.00007300,0,8.709,0.628,-0.628,0
HATS-18 b,HATS-18,1,0.83784000,0.00000047,-0.00000047,0,14.897,0.841,-0.841,0
HATS-2 b,HATS-2,1,1.35413379,0.00000008,-0.00000008,0,12.576,0.269,-0.269,0
HATS-22 b,HATS-22,1,4.72281240,0.00000520,-0.00000520,0,10.682,0.538,-0.325,0
HATS-23 b,HATS-23,1,2.16051560,0.00000450,-0.00000450,0,20.849,3.363,-4.484,0
HATS-24 b,HATS-24,1,1.34849780,0.00000090,-0.00000090,0,15.637,0.639,-0.639,0
HATS-25 b,HATS-25,1,4.29864320,0.00000450,-0.00000450,0,14.123,1.121,-1.121,0
HATS-26 b,HATS-26,1,3.30238810,0.00000760,-0.00000760,0,19.616,2.354,-2.354,0
HATS-27 b,HATS-27,1,4.63703800,0.00001400,-0.00001400,0,16.814,2.242,-1.233,0
HATS-28 b,HATS-28,1,3.18107810,0.00000390,-0.00000390,0,13.384,0.785,-0.785,0
HATS-29 b,HATS-29,1,4.60587490,0.00000630,-0.00000630,0,14.022,0.684,-0.684,0
HATS-3 b,HATS-3,1,3.54785100,0.00000500,-0.00000500,0,15.480,0.392,-0.392,0
HATS-30 b,HATS-30,1,3.17435160,0.00000260,-0.00000260,0,13.171,0.583,-0.583,0
HATS-31 b,HATS-31,1,3.37796000,0.00001200,-0.00001200,0,18.383,2.466,-2.466,0
HATS-32 b,HATS-32,1,2.81265480,0.00000550,-0.00000550,0,14.000,1.614,-1.076,0
HATS-33 b,HATS-33,1,2.54955510,0.00000610,-0.00000610,0,13.787,1.255,-0.908,0
HATS-34 b,HATS-34,1,2.10616070,0.00000470,-0.00000470,0,16.029,2.130,-2.130,0
HATS-35 b,HATS-35,1,1.82099930,0.00000160,-0.00000160,0,16.410,0.773,-0.493,0
HATS-36 b,HATS-36,1,4.17518600,0.00003300,-0.00003300,0,12.920,0.380,-0.380,0
HATS-37 A b,HATS-37 A,1,4.33153660,0.00000410,-0.00000410,0,6.793,0.179,-0.179,0
HATS-38 b,HATS-38,1,4.37502100,0.00001000,-0.00001000,0,6.882,0.191,-0.191,0
HATS-39 b,HATS-39,1,4.57763480,0.00000730,-0.00000730,0,17.598,1.345,-1.345,0
HATS-4 b,HATS-4,1,2.51672900,0.00000200,-0.00000200,0,11.433,0.415,-0.415,0
HATS-40 b,HATS-40,1,3.26427360,0.00000580,-0.00000580,0,17.710,1.793,-1.345,0
HATS-41 b,HATS-41,1,4.19364900,0.00001300,-0.00001300,0,14.908,3.251,-2.242,0
HATS-42 b,HATS-42,1,2.29210200,0.00000210,-0.00000210,0,15.693,2.802,-1.569,0
HATS-43 b,HATS-43,1,4.38884970,0.00000590,-0.00000590,0,13.227,0.560,-0.560,0
HATS-44 b,HATS-44,1,2.74390040,0.00000320,-0.00000320,0,11.960,1.401,-0.796,0
HATS-45 b,HATS-45,1,4.18762440,0.00000560,-0.00000560,0,14.415,1.042,-1.042,0
HATS-46 b,HATS-46,1,4.74237290,0.00000490,-0.00000490,0,10.122,0.650,-0.504,0
HATS-47 b,HATS-47,1,3.92280380,0.00000220,-0.00000220,0,12.520,0.157,-0.157,0
HATS-48 A b,HATS-48 A,1,3.13166660,0.00000370,-0.00000370,0,8.967,0.168,-0.168,0
HATS-49 b,HATS-49,1,4.14804670,0.00000370,-0.00000370,0,8.575,0.146,-0.146,0
HATS-5 b,HATS-5,1,4.76338700,0.00001000,-0.00001000,0,10.223,0.280,-0.280,0
HATS-50 b,HATS-50,1,3.82970150,0.00000460,-0.00000460,0,12.666,0.841,-0.841,0
HATS-51 b,HATS-51,1,3.34887020,0.00000390,-0.00000390,0,15.805,2.130,-2.130,0
HATS-52 b,HATS-52,1,1.36665436,0.00000094,-0.00000094,0,15.491,0.964,-0.964,0
HATS-53 b,HATS-53,1,3.85377680,0.00000380,-0.00000380,0,15.020,0.628,-0.628,0
HATS-54 b,HATS-54,1,2.54417650,0.00000240,-0.00000240,0,11.377,0.269,-0.269,0
HATS-55 b,HATS-55,1,4.20420010,0.00000330,-0.00000330,0,14.022,0.291,-0.291,0
HATS-56 b,HATS-56,1,4.32479900,0.00002700,-0.00002700,0,18.921,0.437,-0.616,0
HATS-57 b,HATS-57,1,2.35062100,0.00000130,-0.00000130,0,12.767,0.314,-0.314,0
HATS-58 A b,HATS-58 A,1,4.21808960,0.00000890,-0.00000890,0,12.274,0.695,-0.695,0
HATS-59 b,HATS-59,1,5.41608100,0.00001600,-0.00001600,0,12.621,0.863,-0.863,0
HATS-59 c,HATS-59,1,1422.00000000,14.00000000,-14.00000000,0,,,,
HATS-6 b,HATS-6,1,3.32527250,0.00000210,-0.00000210,0,11.187,0.213,-0.213,0
HATS-60 b,HATS-60,1,3.56082900,0.00003200,-0.00003200,0,12.924,0.594,-0.594,0
HATS-61 b,HATS-61,1,7.81795300,0.00002400,-0.00002400,0,13.395,0.751,-0.751,0
HATS-62 b,HATS-62,1,3.27688370,0.00000330,-0.00000330,0,11.825,0.280,-0.280,0
HATS-63 b,HATS-63,1,3.05665270,0.00000490,-0.00000490,0,13.529,0.437,-0.437,0
HATS-64 b,HATS-64,1,4.90889700,0.00001300,-0.00001300,0,18.820,0.908,-0.908,0
HATS-65 b,HATS-65,1,3.10516100,0.00000160,-0.00000160,0,16.825,0.560,-0.560,0
HATS-66 b,HATS-66,1,3.14143910,0.00000740,-0.00000740,0,15.816,0.942,-0.942,0
HATS-67 b,HATS-67,1,1.60917880,0.00000400,-0.00000400,0,18.887,0.527,-0.527,0
HATS-68 b,HATS-68,1,3.58622020,0.00000470,-0.00000470,0,13.809,0.437,-0.325,0
HATS-69 b,HATS-69,1,2.22525770,0.00000190,-0.00000190,0,10.593,0.247,-0.247,0
HATS-7 b,HATS-7,1,3.18531500,0.00000540,-0.00000540,0,6.311,0.516,-0.381,0
HATS-70 b,HATS-70,1,1.88823780,0.00000150,-0.00000150,0,15.513,0.886,-0.829,0
HATS-71 b,HATS-71,1,3.79552020,0.00000100,-0.00000100,0,11.478,0.202,-0.202,0
HATS-72 b,HATS-72,1,7.32794740,0.00000160,-0.00000160,0,8.097,0.036,-0.036,0
HATS-74 A b,HATS-74 A,1,1.73185606,0.00000055,-0.00000055,0,11.568,0.235,-0.235,0
HATS-75 b,HATS-75,1,2.78865560,0.00000110,-0.00000110,0,9.909,0.146,-0.146,0
HATS-76 b,HATS-76,1,1.94164230,0.00000140,-0.00000140,0,12.094,0.347,-0.347,0
HATS-77 b,HATS-77,1,3.08762620,0.00000160,-0.00000160,0,13.058,0.235,-0.235,0
HATS-8 b,HATS-8,1,3.58389300,0.00001000,-0.00001000,0,9.785,1.379,-0.841,0
HATS-9 b,HATS-9,1,1.91529100,0.00001900,-0.00001800,0,13.850,0.350,-0.350,0
HD 100546 b,HD 100546,1,,,,,77.342,30.264,-32.506,0
HD 100655 b,HD 100655,1,157.57001000,0.65000000,-0.65000000,0,,,,
HD 100777 b,HD 100777,1,383.00000000,1.00000000,-1.00000000,0,,,,
HD 10180 c,HD 10180,1,5.75969000,0.00028000,-0.00028000,0,,,,
HD 10180 d,HD 10180,1,16.35700000,0.00380000,-0.00380000,0,,,,
HD 10180 e,HD 10180,1,49.74800000,0.02500000,-0.02500000,0,,,,
HD 10180 f,HD 10180,1,122.74400000,0.23200000,-0.23200000,0,,,,
HD 10180 g,HD 10180,1,604.67000000,10.42000000,-10.42000000,0,,,,
HD 10180 h,HD 10180,1,2205.00000000,105.90000000,-105.90000000,0,,,,
HD 101930 b,HD 101930,1,70.46000000,0.18000000,-0.18000000,0,,,,
HD 102117 b,HD 102117,1,20.81330000,0.00640000,-0.00640000,0,,,,
HD 102195 b,HD 102195,1,4.11377000,0.00056000,-0.00056000,0,,,,
HD 102272 b,HD 102272,1,127.58000000,0.30000000,-0.30000000,0,,,,
HD 102329 b,HD 102329,1,778.09998000,7.50000000,-7.50000000,0,,,,
HD 102329 c,HD 102329,1,1123.00000000,79.00000000,-53.00000000,0,,,,
HD 102365 b,HD 102365,1,122.10000000,0.30000000,-0.30000000,0,,,,
HD 102843 b,HD 102843,1,3090.94200000,295.04900000,-295.04900000,0,,,,
HD 102956 b,HD 102956,1,6.49470000,0.00019000,-0.00019000,0,,,,
HD 103197 b,HD 103197,1,47.84000000,0.03000000,-0.03000000,0,,,,
HD 103720 b,HD 103720,1,4.55570000,0.00010000,-0.00010000,0,,,,
HD 103774 b,HD 103774,1,5.88810000,0.00050000,-0.00050000,0,,,,
HD 103891 b,HD 103891,1,1919.00000000,14.00000000,-15.00000000,0,,,,
HD 103949 b,HD 103949,1,120.87800000,0.44600000,-0.44600000,0,,,,
HD 104067 b,HD 104067,1,55.85100000,0.01700000,-0.01700000,0,,,,
HD 104067 c,HD 104067,1,13.89920000,0.00470000,-0.00370000,0,,,,
HD 10442 b,HD 10442,1,1032.30000000,8.90000000,-8.90000000,0,,,,
HD 104985 b,HD 104985,1,199.68000000,0.09000000,-0.07000000,0,,,,
HD 105618 b,HD 105618,1,10.02245000,0.00139000,-0.00118000,0,,,,
HD 105618 c,HD 105618,1,77114.07158000,22860.71764000,-10271.15556000,0,,,,
HD 105779 b,HD 105779,1,2412.00000000,55.00000000,-52.00000000,0,,,,
HD 106252 b,HD 106252,1,1531.00000000,4.70000000,-4.70000000,0,,,,
HD 106270 b,HD 106270,1,1888.00000000,16.00000000,-16.00000000,0,,,,
HD 106315 b,HD 106315,1,9.55237000,0.00089000,-0.00089000,0,2.440,0.170,-0.170,0
HD 106315 c,HD 106315,1,21.05704000,0.00046000,-0.00046000,0,4.350,0.230,-0.230,0
HD 10647 b,HD 10647,1,989.20000000,8.10000000,-8.10000000,0,,,,
HD 106515 A b,HD 106515 A,1,3586.86089000,59.17074000,-34.26066000,0,,,,
HD 106906 b,HD 106906,1,,,,,,,,
HD 10697 b,HD 10697,1,1075.37990000,0.82091000,-0.74513000,0,,,,
HD 107148 b,HD 107148,1,48.05600000,0.05700000,-0.05700000,0,,,,
HD 107148 c,HD 107148,1,18.32670000,0.00220000,-0.00240000,0,,,,
HD 108147 b,HD 108147,1,10.89850000,0.00450000,-0.00450000,0,,,,
HD 108202 b,HD 108202,1,2990.00000000,54.00000000,-51.00000000,0,,,,
HD 108236 b,HD 108236,1,3.79596300,0.00002500,-0.00003400,0,1.615,0.051,-0.051,0
HD 108236 c,HD 108236,1,6.20344900,0.00004900,-0.00004600,0,2.071,0.052,-0.052,0
HD 108236 d,HD 108236,1,14.17568500,0.00008300,-0.00010000,0,2.539,0.062,-0.065,0
HD 108236 e,HD 108236,1,19.59002500,0.00008300,-0.00008900,0,3.083,0.052,-0.052,0
HD 108236 f,HD 108236,1,29.54115000,0.00033000,-0.00042000,0,2.017,0.052,-0.057,0
HD 108341 b,HD 108341,1,1129.00000000,6.00000000,-8.00000000,0,,,,
HD 108863 b,HD 108863,1,437.70000000,2.80000000,-2.80000000,0,,,,
HD 108874 b,HD 108874,1,394.48123000,0.60000000,-0.60000000,0,,,,
HD 108874 c,HD 108874,1,1624.00000000,23.00000000,-23.00000000,0,,,,
HD 109246 b,HD 109246,1,68.27000000,0.13000000,-0.13000000,0,,,,
HD 109271 b,HD 109271,1,7.85430000,0.00090000,-0.00090000,0,,,,
HD 109271 c,HD 109271,1,30.93000000,0.02000000,-0.02000000,0,,,,
HD 109286 b,HD 109286,1,520.10000000,2.30000000,-2.30000000,0,,,,
HD 109749 b,HD 109749,1,5.23989100,0.00009900,-0.00009900,0,,,,
HD 10975 b,HD 10975,1,283.80000000,12.70000000,-0.10000000,0,,,,
HD 109833 b,HD 109833,1,9.18852600,0.00002600,-0.00002600,0,2.888,0.152,-0.127,0
HD 109833 c,HD 109833,1,13.90014800,0.00005700,-0.00005700,0,2.590,0.196,-0.175,0
HD 109988 b,HD 109988,1,17132.15854000,3942.55441000,-2033.89457000,0,,,,
HD 110014 b,HD 110014,1,835.47700000,6.04000000,-6.04000000,0,,,,
HD 110067 b,HD 110067,1,9.11367800,0.00001000,-0.00001000,0,2.200,0.030,-0.030,0
HD 110067 c,HD 110067,1,13.67369400,0.00002400,-0.00002400,0,2.388,0.036,-0.036,0
HD 110067 d,HD 110067,1,20.51961700,0.00004000,-0.00004000,0,2.852,0.039,-0.039,0
HD 110067 e,HD 110067,1,30.79309100,0.00001200,-0.00001200,0,1.940,0.040,-0.040,0
HD 110067 f,HD 110067,1,41.05854000,0.00010000,-0.00010000,0,2.601,0.042,-0.042,0
HD 110067 g,HD 110067,1,54.76992000,0.00020000,-0.00020000,0,2.607,0.052,-0.052,0
HD 110082 b,HD 110082,1,10.18271000,0.00004000,-0.00004000,0,3.200,0.100,-0.100,0
HD 110113 b,HD 110113,1,2.54100000,0.00050000,-0.00100000,0,2.050,0.120,-0.120,0
HD 110113 c,HD 110113,1,6.74400000,0.00800000,-0.00900000,0,,,,
HD 110537 b,HD 110537,1,24469.67342000,9917.49437000,-7987.53151000,0,,,,
HD 11112 b,HD 11112,1,17244.90764000,3936.68342000,-1253.09468000,0,,,,
HD 111232 b,HD 111232,1,1169.13202000,0.61380000,-0.39663000,0,,,,
HD 111232 c,HD 111232,1,26472.44623000,5155.42268000,-4507.69327000,0,,,,
HD 111591 b,HD 111591,1,1056.40000000,14.30000000,-14.30000000,0,,,,
HD 111998 b,HD 111998,1,810.00000000,6.00000000,-5.00000000,0,,,,
HD 112300 b,HD 112300,1,466.63000000,1.47000000,-1.28000000,0,,,,
