# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jun  8 13:48:33 2025
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,default_flag,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,sy_dist,sy_disterr1,sy_disterr2
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,Imaging,10037.50000000000,2737.50000000000,-2737.50000000000,0,2.6000000000,0.3000000000,-0.3000000000,0,,,,,3337.10000000,1430.20000000,-1430.20000000,0,Mass,,,,,,,
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,Imaging,8040000.00000000000,470000.00000000000,-470000.00000000000,0,200.0000000000,6.0000000000,-6.0000000000,0,20.84870410,0.56044903,-0.56044903,0,2479.06157460,222.47988490,-254.26272560,0,Mass,,,,,,,
CHXR 73 b,CHXR 73,1,Imaging,,,,,210.0000000000,,,0,,,,,3994.48600000,2662.99100000,-1664.36900000,0,Mass,,,,,190.37400000,6.64700000,-6.22000000
CI Tau c,CI Tau,1,Radial Velocity,25.20000000000,1.70000000000,-1.80000000000,0,0.1700000000,0.0800000000,-0.0800000000,0,,,,,1144.18226520,95.34852210,-95.34852210,0,Msini,0.580000,0.050000,-0.060000,0,157.99800000,1.19800000,-1.18000000
COCONUTS-2 b,COCONUTS-2 A,1,Imaging,,,,,,,,,12.44196858,0.33626942,-0.44835923,0,2542.62725600,635.65681400,-635.65681400,0,Mass,,,,,10.88640000,0.00410000,-0.00420000
CT Cha b,CT Cha,1,Imaging,,,,,440.0000000000,,,0,24.66000000,9.08000000,-6.73000000,0,5403.00000000,1907.00000000,-1907.00000000,0,Mass,,,,,190.72000000,0.77800000,-0.77100000
CoRoT-1 b,CoRoT-1,1,Transit,1.50895570000,0.00000640000,-0.00000640000,0,,,,,16.70000000,0.90000000,-0.90000000,0,327.35000000,38.14000000,-38.14000000,0,Mass,0.000000,,,0,787.90900000,23.49100000,-23.49100000
CoRoT-10 b,CoRoT-10,1,Transit,13.24060000000,0.00020000000,-0.00020000000,0,0.1055000000,0.0021000000,-0.0021000000,0,10.87000000,0.78000000,-0.78000000,0,874.00000000,50.85000000,-50.85000000,0,Mass,0.530000,0.040000,-0.040000,0,338.38600000,3.98650000,-3.98650000
CoRoT-11 b,CoRoT-11,1,Transit,2.99433000000,0.00001100000,-0.00001100000,0,0.0436000000,0.0050000000,-0.0050000000,0,16.03000000,0.34000000,-0.34000000,0,740.51000000,108.06000000,-108.06000000,0,Mass,0.000000,,,0,655.03700000,24.94700000,-23.20900000
CoRoT-12 b,CoRoT-12,1,Transit,2.82804200000,0.00001300000,-0.00001300000,0,0.0401600000,0.0009300000,-0.0009200000,0,16.14000000,1.46000000,-1.46000000,0,291.43800000,22.24700000,-20.65800000,0,Mass,0.070000,0.063000,-0.042000,0,1126.37000000,55.74500000,-55.74500000
CoRoT-13 b,CoRoT-13,1,Transit,4.03519000000,0.00003000000,-0.00003000000,0,0.0510000000,0.0031000000,-0.0031000000,0,9.92000000,0.15700000,-0.15700000,0,415.70400000,20.97600000,-20.97600000,0,Mass,0.000000,,,0,1148.93000000,62.12000000,-56.15000000
CoRoT-14 b,CoRoT-14,1,Transit,1.51214000000,0.00013000000,-0.00013000000,0,0.0270000000,0.0020000000,-0.0020000000,0,12.22000000,0.78000000,-0.78000000,0,2415.40000000,190.70000000,-190.70000000,0,Mass,0.000000,,,0,1744.60000000,173.03000000,-144.90000000
CoRoT-16 b,CoRoT-16,1,Transit,5.35227000000,0.00020000000,-0.00020000000,0,0.0618000000,0.0015000000,-0.0015000000,0,13.11000000,1.79000000,-1.57000000,0,170.03200000,27.01400000,-26.37900000,0,Mass,0.330000,0.090000,-0.100000,0,732.40900000,35.34400000,-32.28200000
CoRoT-17 b,CoRoT-17,1,Transit,3.76810000000,0.00030000000,-0.00030000000,0,0.0461000000,0.0008000000,-0.0008000000,0,11.43000000,0.78000000,-0.78000000,0,772.29000000,95.34000000,-95.34000000,0,Mass,0.000000,,,0,1176.12000000,57.17000000,-52.19000000
CoRoT-18 b,CoRoT-18,1,Transit,1.90006930000,0.00000280000,-0.00000280000,0,0.0295000000,0.0016000000,-0.0016000000,0,14.68000000,2.02000000,-2.02000000,0,1102.82000000,120.77000000,-120.77000000,0,Mass,0.080000,,,1,764.88900000,27.61400000,-25.78400000
CoRoT-19 b,CoRoT-19,1,Transit,3.89713000000,0.00002000000,-0.00002000000,0,0.0518000000,0.0008000000,-0.0008000000,0,14.46000000,0.34000000,-0.34000000,0,352.78000000,19.07000000,-19.07000000,0,Mass,0.047000,0.045000,-0.045000,0,790.66300000,26.73700000,-25.07100000
CoRoT-2 b,CoRoT-2,1,Transit,1.74299350000,0.00000100000,-0.00000100000,0,0.0279800000,0.0007600000,-0.0008000000,0,16.43200000,0.47100000,-0.49300000,0,1102.82000000,69.92000000,-69.92000000,0,Mass,0.014300,0.007700,-0.007600,0,213.28300000,2.48500000,-2.43000000
CoRoT-20 b,CoRoT-20,1,Transit,9.24285000000,0.00030000000,-0.00030000000,0,0.0900000000,0.0020000000,-0.0020000000,0,,,,,1366.66900000,63.56600000,-63.56600000,0,Mass,0.590000,0.020000,-0.020000,0,844.06100000,24.17100000,-22.88300000
CoRoT-20 c,CoRoT-20,1,Radial Velocity,1675.00000000000,19.00000000000,-17.00000000000,0,2.9000000000,0.0700000000,-0.0700000000,0,,,,,5403.11000000,317.83000000,-317.83000000,0,Msini,0.600000,0.030000,-0.030000,0,844.06100000,24.17100000,-22.88300000
CoRoT-21 b,CoRoT-21,1,Transit,2.72474000000,0.00014000000,-0.00014000000,0,0.0417000000,0.0011000000,-0.0011000000,0,14.57170000,1.56926000,-1.56926000,0,718.29580000,98.52730000,-98.52730000,0,Mass,0.000000,,,0,,,
CoRoT-22 b,CoRoT-22,1,Transit,9.75598000000,0.00011000000,-0.00011000000,0,0.0920000000,0.0014000000,-0.0014000000,0,4.88000000,0.17000000,-0.39000000,0,12.20000000,14.00000000,-8.80000000,0,Mass,0.077000,0.300000,-0.042000,0,627.15800000,11.18700000,-10.80800000
CoRoT-23 b,CoRoT-23,1,Transit,3.63130000000,0.00010000000,-0.00010000000,0,0.0480000000,0.0040000000,-0.0040000000,0,11.77000000,1.46000000,-1.46000000,0,889.90000000,95.30000000,-95.30000000,0,Mass,0.160000,0.020000,-0.020000,0,1060.97000000,45.47000000,-41.94000000
CoRoT-24 b,CoRoT-24,1,Transit,5.11340000000,0.00060000000,-0.00060000000,0,0.0560000000,0.0020000000,-0.0020000000,0,3.70000000,0.40000000,-0.40000000,0,5.70000000,,,1,Mass,0.000000,,,0,591.55500000,16.04300000,-15.23200000
CoRoT-24 c,CoRoT-24,1,Transit,11.75900000000,0.00630000000,-0.00630000000,0,0.0980000000,0.0030000000,-0.0030000000,0,5.00000000,0.50000000,-0.50000000,0,28.00000000,11.00000000,-11.00000000,0,Mass,0.000000,,,0,591.55500000,16.04300000,-15.23200000
CoRoT-25 b,CoRoT-25,1,Transit,4.86069000000,0.00006000000,-0.00006000000,0,0.0578000000,0.0020000000,-0.0009000000,0,12.11000000,3.40000000,-1.12000000,0,85.81000000,12.71000000,-12.71000000,0,Mass,0.000000,,,0,1103.48000000,44.28000000,-41.05000000
CoRoT-26 b,CoRoT-26,1,Transit,4.20474000000,0.00005000000,-0.00005000000,0,0.0526000000,0.0010000000,-0.0010000000,0,14.12000000,1.46000000,-0.78000000,0,165.26000000,15.89000000,-15.89000000,0,Mass,0.000000,,,0,1045.18000000,,
CoRoT-27 b,CoRoT-27,1,Transit,3.57532000000,0.00006000000,-0.00006000000,0,0.0476000000,0.0066000000,-0.0066000000,0,11.28700000,0.49300000,-0.49300000,0,3302.11000000,174.80000000,-174.80000000,0,Mass,0.065000,,,1,1010.28000000,69.26000000,-61.03600000
CoRoT-28 b,CoRoT-28,1,Transit,5.20851000000,0.00038000000,-0.00038000000,0,0.0603000000,0.0050000000,-0.0050000000,0,10.70459500,0.73979400,-0.73979400,0,153.82972000,27.65121000,-27.65121000,0,Mass,0.047000,0.055000,-0.038000,0,766.18300000,14.68500000,-14.15200000
CoRoT-29 b,CoRoT-29,1,Transit,2.85057000000,0.00000600000,-0.00000600000,0,0.0386000000,0.0059000000,-0.0059000000,0,10.08810000,1.79344000,-1.79344000,0,270.15550000,63.56600000,-63.56600000,0,Mass,0.082000,0.081000,-0.081000,0,806.50700000,44.02700000,-39.76000000
CoRoT-3 b,CoRoT-3,1,Transit,4.25680000000,0.00000500000,-0.00000500000,0,,,,,11.32000000,0.78000000,-0.78000000,0,6883.91000000,317.80000000,-317.80000000,0,Mass,0.000000,,,0,768.77100000,30.79100000,-28.54500000
CoRoT-30 b,CoRoT-30,1,Transit,9.06005000000,0.00024000000,-0.00024000000,0,0.0844000000,0.0012000000,-0.0012000000,0,11.30988100,0.85188400,-0.85188400,0,921.70700000,69.92260000,-69.92260000,0,Mass,0.007000,0.031000,-0.031000,0,1032.23000000,48.57000000,-44.46700000
CoRoT-31 b,CoRoT-31,1,Transit,4.62941000000,0.00075000000,-0.00075000000,0,0.0586000000,0.0034000000,-0.0034000000,0,16.36514000,3.36270000,-3.36270000,0,266.97720000,108.06220000,-108.06220000,0,Mass,0.020000,0.160000,-0.160000,0,2005.76000000,169.79000000,-145.71000000
CoRoT-35 b,CoRoT-35,1,Transit,3.22748000000,0.00008000000,-0.00008000000,0,0.0429000000,0.0009200000,-0.0009200000,0,18.83108758,1.23298788,-1.23298788,0,349.61124770,117.59651059,-117.59651059,0,Mass,0.000000,,,0,1123.21000000,55.90000000,-50.92000000
CoRoT-36 b,CoRoT-36,1,Transit,5.61653100000,0.00002300000,-0.00002300000,0,0.0660000000,0.0070000000,-0.0070000000,0,15.80466279,1.56925730,-1.56925730,0,216.12331676,149.37935129,-136.66621501,1,Mass,0.000000,,,0,925.95800000,27.79600000,-26.24700000
CoRoT-4 b,CoRoT-4,1,Transit,9.20205000000,0.00037000000,-0.00037000000,0,0.0900000000,0.0010000000,-0.0010000000,0,13.34000000,0.67000000,-0.56000000,0,228.83000000,25.43000000,-25.43000000,0,Mass,0.000000,0.100000,-0.100000,0,726.41200000,15.18100000,-14.58200000
CoRoT-5 b,CoRoT-5,1,Transit,4.03789620000,0.00000190000,-0.00000190000,0,0.0494700000,0.0002600000,-0.0002900000,0,15.55800000,0.51600000,-0.52700000,0,148.42000000,14.93700000,-7.62800000,0,Mass,0.090000,0.090000,-0.040000,0,882.47200000,25.62000000,-25.62000000
CoRoT-6 b,CoRoT-6,1,Transit,8.88659300000,0.00000400000,-0.00000400000,0,0.0855000000,0.0015000000,-0.0015000000,0,13.06800000,0.39200000,-0.39200000,0,940.74000000,108.06000000,-108.06000000,0,Mass,0.100000,,,1,645.29400000,12.45300000,-11.99700000
CoRoT-7 b,CoRoT-7,1,Transit,0.85359163000,0.00000000600,-0.00000000600,0,,,,,1.68135000,0.11209000,-0.11209000,0,4.07660518,1.01981794,-1.01981794,0,Mass,0.000000,,,0,159.90600000,0.91700000,-0.90600000
CoRoT-7 c,CoRoT-7,1,Radial Velocity,3.69800000000,0.00300000000,-0.00300000000,0,0.0460000000,,,0,,,,,8.40000000,0.90000000,-0.90000000,0,Mass,0.000000,,,0,159.90600000,0.91700000,-0.90600000
CoRoT-7 d,CoRoT-7,1,Radial Velocity,8.96600000000,1.54600000000,-1.54600000000,0,,,,,,,,,17.14200000,2.55200000,-2.55200000,0,Mass,,,,,159.90600000,0.91700000,-0.90600000
CoRoT-8 b,CoRoT-8,1,Transit,6.21229000000,0.00003000000,-0.00003000000,0,0.0630000000,0.0010000000,-0.0010000000,0,6.39000000,0.22000000,-0.22000000,0,69.92000000,9.53000000,-9.53000000,0,Mass,0.000000,,,0,322.03700000,2.71400000,-2.71400000
CoRoT-9 b,CoRoT-9,1,Transit,95.27265600000,0.00006800000,-0.00006800000,0,0.4021000000,0.0054000000,-0.0054000000,0,11.94879400,0.84067500,-0.70616700,0,266.97720000,15.89150000,-15.89150000,0,Mass,0.133000,0.042000,-0.037000,0,412.98000000,4.72500000,-4.62200000
CoRoTID 223977153 b,CoRoTID 223977153,1,Transit,6.71837000000,0.00001000000,-0.00001000000,0,0.0710000000,0.0010000000,-0.0010000000,0,6.38913000,0.67254000,-0.56045000,0,47.67450000,31.78300000,-31.78300000,0,Mass,,,,,576.68300000,10.43600000,-10.43600000
DE CVn b,DE CVn,1,Eclipse Timing Variations,4098.10000000000,131.50000000000,-131.50000000000,0,5.7500000000,2.0200000000,-2.0200000000,0,,,,,3823.27330161,955.81832540,-955.81832540,0,Msin(i)/sin(i),0.000000,,,0,30.52250000,0.02840000,-0.02850000
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,Astrometry,246.36000000000,1.38000000000,-1.35000000000,0,0.3600000000,0.0100000000,-0.0100000000,0,,,,,9057.77000000,603.85000000,-603.85000000,0,Mass,0.345000,0.068000,-0.064000,0,,,
DH Tau b,DH Tau,1,Imaging,,,,,330.0000000000,,,0,,,,,3496.00000000,3178.00000000,-953.00000000,0,Mass,,,,,134.84600000,1.28200000,-1.25800000
DMPP-1 b,DMPP-1,1,Radial Velocity,18.57000000000,0.01000000000,-0.01000000000,0,0.1462000000,0.0012000000,-0.0012000000,0,,,,,24.27000000,1.16000000,-1.59000000,0,Msini,0.083000,,,1,62.53880000,0.17820000,-0.17730000
DMPP-1 c,DMPP-1,1,Radial Velocity,6.58400000000,0.00300000000,-0.00200000000,0,0.0733000000,0.0006000000,-0.0007000000,0,,,,,9.60000000,0.53000000,-1.58000000,0,Msini,0.057000,,,1,62.53880000,0.17820000,-0.17730000
DMPP-1 d,DMPP-1,1,Radial Velocity,2.88200000000,0.00100000000,-0.00100000000,0,0.0422000000,0.0004000000,-0.0003000000,0,,,,,3.35000000,0.38000000,-0.34000000,0,Msini,0.070000,,,1,62.53880000,0.17820000,-0.17730000
DMPP-1 e,DMPP-1,1,Radial Velocity,5.51600000000,0.00200000000,-0.00400000000,0,0.0651000000,0.0005000000,-0.0005000000,0,,,,,4.13000000,0.66000000,-1.14000000,0,Msini,0.070000,,,1,62.53880000,0.17820000,-0.17730000
DMPP-2 b,DMPP-2,1,Radial Velocity,5.20720000000,0.00020000000,-0.00550000000,0,0.0664000000,0.0005000000,-0.0005000000,0,,,,,138.89171000,9.53490000,-18.75197000,0,Msini,0.078000,,,0,137.94000000,0.68100000,-0.67500000
DMPP-3 A b,DMPP-3 A,1,Radial Velocity,6.67320000000,0.00110000000,-0.00030000000,0,0.0662000000,0.0013000000,-0.0013000000,0,,,,,2.58000000,0.35000000,-0.58000000,0,Msini,0.140000,0.091000,-0.053000,0,45.23000000,1.60000000,-1.72000000
DMPP-4 b,DMPP-4,1,Radial Velocity,3.49820000000,0.00220000000,-0.23270000000,0,0.0485300000,0.0003600000,-0.0019700000,0,,,,,12.20000000,1.80000000,-1.90000000,0,Msini,0.063000,,,1,25.32840000,0.03820000,-0.03800000
DP Leo b,DP Leo,1,Eclipse Timing Variations,10220.00000000000,730.00000000000,-730.00000000000,0,8.1900000000,0.3900000000,-0.3900000000,0,,,,,1922.79000000,149.37000000,-149.37000000,0,Msini,0.390000,0.130000,-0.130000,0,305.68400000,33.55400000,-27.60400000
DS Tuc A b,DS Tuc A,1,Transit,8.13826800000,0.00001100000,-0.00001100000,0,,,,,5.70000000,0.17000000,-0.17000000,0,,,,,,0.000000,,,0,44.06220000,0.06930000,-0.06910000
EPIC 201170410.02,EPIC 201170410,1,Transit,6.79870000000,0.00010000000,-0.00010000000,0,0.0349000000,0.0027000000,-0.0022000000,0,1.04700000,0.27600000,-0.25700000,0,,,,,,0.000000,,,0,,,
EPIC 201238110 b,EPIC 201238110,1,Transit,28.16560000000,0.00270000000,-0.00280000000,0,,,,,1.87000000,0.20000000,-0.45000000,0,,,,,,,,,,159.25900000,1.41400000,-1.39000000
EPIC 201427007 b,EPIC 201427007,1,Transit,0.72091000000,0.00014000000,-0.00014000000,0,,,,,1.50000000,0.20000000,-0.20000000,0,,,,,,,,,,706.39100000,16.79000000,-16.79000000
EPIC 201497682 b,EPIC 201497682,1,Transit,2.13174000000,0.00022000000,-0.00022000000,0,,,,,0.69200000,0.05900000,-0.04800000,0,,,,,,,,,,253.02600000,1.66400000,-1.66400000
EPIC 201595106 b,EPIC 201595106,1,Transit,0.87724000000,0.00004000000,-0.00004000000,0,0.0177000000,0.0003000000,-0.0003000000,0,1.56500000,0.07900000,-0.07900000,0,7.67000000,0.75000000,-0.75000000,0,Mass,0.000000,,,0,232.10000000,2.70600000,-2.64600000
EPIC 201615463 c,K2-166,1,Transit,3.80464000000,0.00091000000,-0.00105000000,0,,,,,1.22000000,0.21000000,-0.17000000,0,,,,,,,,,,476.88200000,9.69200000,-9.32100000
EPIC 201754305 d,K2-16,1,Transit,2.71578000000,0.00031000000,-0.00031000000,0,,,,,1.03000000,0.08500000,-0.08600000,0,,,,,,,,,,334.96700000,4.17850000,-4.17850000
EPIC 201757695.02,EPIC 201757695,1,Transit,2.04780000000,0.00010000000,-0.00010000000,0,0.0296000000,0.0005000000,-0.0005000000,0,0.90819000,0.05861000,-0.06401000,0,,,,,,0.000000,,,0,,,
EPIC 201833600 c,K2-50,1,Transit,3.96151000000,0.00046000000,-0.00051000000,0,,,,,1.00000000,0.12000000,-0.11000000,0,,,,,,,,,,257.44300000,3.23900000,-3.23900000
EPIC 201841433 b,EPIC 201841433,1,Transit,4.16980000000,0.00010000000,-0.00010000000,0,0.0350000000,0.0009000000,-0.0010000000,0,1.04000000,0.03700000,-0.03200000,0,,,,,,,,,,436.48800000,8.17800100,-7.88800000
EPIC 205950854 c,K2-168,1,Transit,8.05072200000,0.00007500000,-0.00003800000,0,,,,,1.31000000,0.14400000,-0.06300000,0,,,,,,,,,,243.93500000,4.23900000,-4.09900000
EPIC 206024342 b,EPIC 206024342,1,Transit,4.50756000000,0.00062000000,-0.00060000000,0,,,,,1.70000000,0.59000000,-0.31000000,0,,,,,,,,,,369.88800000,4.99000000,-4.86000000
EPIC 206024342 c,EPIC 206024342,1,Transit,0.91172400000,0.00007600000,-0.00007600000,0,,,,,1.40000000,0.50000000,-0.50000000,0,,,,,,,,,,369.88800000,4.99000000,-4.86000000
EPIC 206024342 d,EPIC 206024342,1,Transit,14.64753100000,0.00000410000,-0.00000410000,0,,,,,2.60000000,0.90000000,-0.90000000,0,,,,,,,,,,369.88800000,4.99000000,-4.86000000
EPIC 206032309 b,EPIC 206032309,1,Transit,2.87814000000,0.00023000000,-0.00026000000,0,,,,,1.01000000,0.24000000,-0.13000000,0,,,,,,,,,,161.36500000,1.79300000,-1.79300000
EPIC 206042996 b,EPIC 206042996,1,Transit,5.29860000000,0.00060000000,-0.00060000000,0,,,,,1.70000000,0.20000000,-0.20000000,0,,,,,,,,,,451.76900000,13.97600000,-13.17600000
EPIC 206042996 c,EPIC 206042996,1,Transit,0.35488400000,0.00006300000,-0.00006300000,0,,,,,1.20000000,0.20000000,-0.10000000,0,,,,,,,,,,451.76900000,13.97600000,-13.17600000
EPIC 206215704 b,EPIC 206215704,1,Transit,2.25543600000,0.00009100000,-0.00009100000,0,,,,,1.00000000,0.10000000,-0.09000000,0,,,,,,,,,,109.88800000,1.08000000,-1.08000000
EPIC 206317286 b,EPIC 206317286,1,Transit,1.58252000000,0.00017000000,-0.00018000000,0,,,,,0.96000000,0.11000000,-0.15000000,0,,,,,,,,,,314.35000000,2.93600000,-2.88200000
EPIC 206317286 c,EPIC 206317286,1,Transit,17.51547200000,0.00228800000,-0.00296500000,0,,,,,2.09400000,0.17600000,-0.16000000,0,,,,,,,,,,314.35000000,2.93600000,-2.88200000
EPIC 211822797 b,EPIC 211822797,1,Transit,21.17019630000,0.00006620000,-0.00006420000,0,0.1195000000,0.0100000000,-0.0251000000,0,1.92000000,0.12000000,-0.07000000,0,,,,,,,,,,186.19700000,1.36450000,-1.36450000
EPIC 211945201 b,EPIC 211945201,1,Transit,19.49221000000,0.00066600000,-0.00065300000,0,0.1493000000,0.0015000000,-0.0015000000,0,5.76000000,0.30000000,-0.30000000,0,,,,,,,,,,181.69000000,1.29500000,-1.27700000
EPIC 212297394 b,EPIC 212297394,1,Transit,2.28936300000,0.00023200000,-0.00025100000,0,,,,,1.48000000,0.13000000,-0.11000000,0,,,,,,,,,,418.39500000,7.35300000,-7.10700000
EPIC 212297394 c,EPIC 212297394,1,Transit,5.21396500000,0.00044200000,-0.00044200000,0,,,,,2.27000000,0.19000000,-0.14000000,0,,,,,,,,,,418.39500000,7.35300000,-7.10700000
EPIC 212424622 b,EPIC 212424622,1,Transit,18.09830000000,0.00600000000,-0.00580000000,0,,,,,2.17000000,0.67000000,-0.42000000,0,,,,,,,,,,611.80400000,10.28500000,-9.95600000
EPIC 212499991 b,EPIC 212499991,1,Transit,34.88500000000,0.01100000000,-0.01000000000,0,,,,,1.60000000,0.13000000,-0.16000000,0,,,,,,,,,,283.29000000,2.04300000,-2.01500000
EPIC 212587672 b,EPIC 212587672,1,Transit,15.28078000000,0.00012100000,-0.00011600000,0,,,,,1.26000000,0.11000000,-0.09000000,0,,,,,,,,,,320.07000000,6.39200000,-6.15200000
EPIC 212587672 c,EPIC 212587672,1,Transit,23.22855500000,0.00006800000,-0.00007100000,0,,,,,2.32000000,0.19000000,-0.12000000,0,,,,,,,,,,320.07000000,6.39200000,-6.15200000
EPIC 212624936 b,EPIC 212624936,1,Transit,0.57865700000,0.00001600000,-0.00001600000,0,,,,,1.20000000,0.30000000,-0.30000000,0,,,,,,,,,,561.92900000,8.91300000,-8.64400000
EPIC 212624936 c,EPIC 212624936,1,Transit,11.81143700000,0.00011000000,-0.00011000000,0,,,,,2.30000000,0.50000000,-0.50000000,0,,,,,,,,,,561.92900000,8.91300000,-8.64400000
EPIC 212737443 b,EPIC 212737443,1,Transit,13.60300000000,0.00130000000,-0.00130000000,0,0.0980000000,0.0040000000,-0.0040000000,0,2.58600000,0.12600000,-0.12600000,0,,,,,,0.200000,0.200000,-0.200000,0,336.25000000,4.74300000,-4.61500000
EPIC 212737443 c,EPIC 212737443,1,Transit,65.55000000000,0.00890000000,-0.00890000000,0,0.2800000000,0.0060000000,-0.0060000000,0,2.69000000,0.14600000,-0.14600000,0,,,,,,0.200000,0.200000,-0.200000,0,336.25000000,4.74300000,-4.61500000
EPIC 220492298 b,EPIC 220492298,1,Transit,0.76240600000,0.00015000000,-0.00015000000,0,,,,,0.99000000,0.10000000,-0.10000000,0,,,,,,,,,,624.51200000,14.94700000,-14.94700000
EPIC 220554210 c,K2-282,1,Transit,0.70531000000,0.00003700000,-0.00003700000,0,,,,,1.60000000,0.10000000,-0.10000000,0,,,,,,,,,,496.28900000,7.90200000,-7.66300000
EPIC 220674823 b,EPIC 220674823,1,Transit,0.57131270000,0.00000550000,-0.00000550000,0,0.0131400000,0.0003200000,-0.0003400000,0,1.67600000,0.03700000,-0.03700000,0,7.80000000,0.71000000,-0.70000000,0,Mass,0.000000,,,0,244.59000000,3.04400000,-2.97200000
EPIC 220674823 c,EPIC 220674823,1,Transit,13.33989000000,0.00068000000,-0.00070000000,0,0.1073000000,0.0026000000,-0.0027000000,0,2.84000000,0.10000000,-0.08000000,0,7.32000000,2.49000000,-2.38000000,0,Mass,0.170000,0.110000,-0.110000,0,244.59000000,3.04400000,-2.97200000
EPIC 228836835 b,EPIC 228836835,1,Transit,0.72811300000,0.00006300000,-0.00006300000,0,,,,,1.10000000,0.30000000,-0.20000000,0,,,,,,,,,,150.12400000,1.79900000,-1.75800000
EPIC 229004835 b,EPIC 229004835,1,Transit,16.14113200000,0.00001900000,-0.00001900000,0,0.1237000000,0.0017000000,-0.0017000000,0,2.33200000,0.08000000,-0.09400000,0,10.40000000,1.60000000,-1.50000000,0,Mass,0.230000,,,1,121.97100000,0.87900000,-0.86600000
EPIC 246851721 b,EPIC 246851721,1,Transit,6.18023500000,0.00001400000,-0.00001400000,0,0.0722900000,0.0007400000,-0.0007500000,0,11.78065900,0.49319600,-0.49319600,0,953.49000000,349.61300000,-381.39600000,0,Mass,,,,,372.63200000,19.45600000,-17.64400000
EPIC 248847494 b,EPIC 248847494,1,Transit,3650.00000000000,1280.00000000000,-1130.00000000000,0,4.5000000000,1.0000000000,-1.0000000000,0,12.44199000,0.78463000,-0.78463000,0,4131.79000000,,,1,Mass,0.000000,,,0,551.88600000,12.75200000,-12.75200000
EPIC 249893012 b,EPIC 249893012,1,Transit,3.59510000000,0.00030000000,-0.00030000000,0,0.0470000000,0.0050000000,-0.0070000000,0,1.95000000,0.09000000,-0.08000000,0,8.75000000,1.09000000,-1.08000000,0,Mass,0.060000,0.080000,-0.040000,0,321.29600000,4.18900000,-4.08500000
EPIC 249893012 c,EPIC 249893012,1,Transit,15.62400000000,0.00100000000,-0.00100000000,0,0.1300000000,0.0100000000,-0.0200000000,0,3.67000000,0.17000000,-0.14000000,0,14.67000000,1.84000000,-1.89000000,0,Mass,0.070000,0.080000,-0.050000,0,321.29600000,4.18900000,-4.08500000
EPIC 249893012 d,EPIC 249893012,1,Transit,35.74700000000,0.00500000000,-0.00500000000,0,0.2200000000,0.0200000000,-0.0400000000,0,3.94000000,0.13000000,-0.12000000,0,10.18000000,2.46000000,-2.42000000,0,Mass,0.150000,0.210000,-0.110000,0,321.29600000,4.18900000,-4.08500000
FU Tau b,FU Tau,1,Imaging,,,,,800.0000000000,,,0,,,,,5085.28000000,,,0,Mass,,,,,,,
