# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Dec  6 02:54:57 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_rade not null
# CONSTRAINT:  and pl_bmasse not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2
GJ 414 A b,GJ 414 A,1,2,2,0,50.80000000,0.10000000,-0.26000000,0,0.232400,0.009200,-0.009900,0,2.630,1.220,-0.850,0,7.60000,2.44000,-2.19000,0,0.450000,0.190000,-0.220000,0,K7 V,4120.00,109.00,-109.00,0,0.68,0.14,-0.14,0,0.65,0.08,-0.08,0,11.8893000,0.0067000,-0.0067000
GJ 414 A c,GJ 414 A,1,2,2,0,749.83000000,4.35000000,-3.63000000,0,1.400000,0.055000,-0.060000,0,8.400,3.600,-2.500,0,53.83000,9.18000,-8.58000,0,0.105000,0.110000,-0.703000,0,K7 V,4120.00,109.00,-109.00,0,0.68,0.14,-0.14,0,0.65,0.08,-0.08,0,11.8893000,0.0067000,-0.0067000
GJ 436 b,GJ 436,1,1,1,0,2.64388312,0.00000057,-0.00000057,0,0.029100,0.001500,-0.001500,0,4.170,0.168,-0.168,0,22.10000,2.30000,-2.30000,0,0.138270,0.000180,-0.000180,0,,,,,,0.46,0.02,-0.02,0,0.47,0.07,-0.07,0,9.7532100,0.0089800,-0.0089600
GJ 486 b,GJ 486,1,1,1,0,1.46712127,0.00000031,-0.00000035,0,0.017140,0.000130,-0.000130,0,1.289,0.019,-0.014,0,2.77000,0.07600,-0.07300,0,0.000860,0.001600,-0.000430,0,,3317.00,36.00,-37.00,0,0.32,0.00,0.00,0,0.31,0.01,-0.01,0,8.0742600,0.0040950,-0.0040950
GJ 806 b,GJ 806,1,1,2,0,0.92632370,0.00000090,-0.00000090,0,0.014060,0.000300,-0.000300,0,1.331,0.023,-0.023,0,1.90000,0.17000,-0.17000,0,,,,,M1.5 V,3600.00,16.00,-16.00,0,0.41,0.00,0.00,0,0.41,0.01,-0.01,0,12.0445000,0.0043500,-0.0043500
GJ 9827 b,GJ 9827,1,1,3,0,1.20897400,0.00000100,-0.00000100,0,0.018900,0.000400,-0.000400,0,1.440,0.090,-0.070,0,4.28000,0.35000,-0.33000,0,,,,,K7 V,4236.00,12.00,-12.00,0,0.58,0.03,-0.03,0,0.62,0.04,-0.04,0,29.6610000,0.0543000,-0.0541000
GJ 9827 c,GJ 9827,1,1,3,0,3.64810300,0.00001300,-0.00001000,0,0.039500,0.000900,-0.000900,0,1.130,0.070,-0.050,0,1.86000,0.37000,-0.39000,0,,,,,K7 V,4236.00,12.00,-12.00,0,0.58,0.03,-0.03,0,0.62,0.04,-0.04,0,29.6610000,0.0543000,-0.0541000
GJ 9827 d,GJ 9827,1,1,3,0,6.20183000,0.00000300,-0.00000300,0,0.053000,0.003000,-0.003000,0,1.980,0.110,-0.100,0,3.02000,0.58000,-0.57000,0,,,,,K7 V,4236.00,12.00,-12.00,0,0.58,0.03,-0.03,0,0.62,0.04,-0.04,0,29.6610000,0.0543000,-0.0541000
GPX-1 b,GPX-1,1,1,1,0,1.74457900,0.00000800,-0.00000800,0,0.033800,0.000300,-0.000300,0,16.477,1.121,-1.121,0,6261.21962,508.52545,-508.52545,0,0.000000,,,0,F2,7000.00,200.00,-200.00,0,1.56,0.10,-0.10,0,1.68,0.10,-0.10,0,655.0130000,17.1020000,-16.2690000
GQ Lup b,GQ Lup,1,1,1,0,,,,,100.000000,,,0,33.600,5.600,-5.600,0,6356.00000,,,0,,,,,K7e V,,,,,,,,,0.70,,,0,151.1690000,1.0960000,-1.0810000
GU Psc b,GU Psc,1,1,1,0,,,,,2000.000000,200.000000,-200.000000,0,14.179,1.289,-1.289,0,3591.30000,540.30000,-540.30000,0,,,,,M3,,,,,,,,,0.33,0.03,-0.03,0,47.5501000,0.1649000,-0.1638000
Gaia-1 b,Gaia-1,1,1,1,0,3.05252400,0.00001700,-0.00001700,0,0.040470,0.000940,-0.000940,0,13.776,0.235,-0.235,0,533.95172,34.96112,-34.96112,0,,,,,,5470.00,110.00,-110.00,0,0.95,0.03,-0.03,0,0.95,0.07,-0.07,0,363.6600000,3.0580000,-3.0080000
Gaia-2 b,Gaia-2,1,1,1,0,3.69152240,0.00000390,-0.00000390,0,0.046700,0.001500,-0.001500,0,14.818,0.146,-0.146,0,259.66581,14.93794,-14.93794,0,,,,,,5720.00,84.00,-84.00,0,1.06,0.03,-0.03,0,1.00,0.10,-0.10,0,209.2290000,1.1340000,-1.1210000
Gliese 12 b,Gliese 12,1,1,1,0,12.76140800,0.00005000,-0.00005000,0,0.066800,0.002400,-0.002400,0,0.958,0.046,-0.048,0,3.87000,,,1,0.500000,,,1,M3.0 V,3296.00,48.00,-36.00,0,0.26,0.01,-0.01,0,0.24,0.01,-0.01,0,12.2100000,0.0130500,-0.0130500
HAT-P-1 b,HAT-P-1,1,2,1,0,4.46529976,0.00000055,-0.00000055,0,0.055610,0.000820,-0.000830,0,14.785,0.213,-0.213,0,166.86075,6.03877,-6.03877,0,,,,,,5980.00,49.00,-49.00,0,1.17,0.03,-0.03,0,1.15,0.05,-0.05,0,158.9790000,0.9770000,-0.9650000
HAT-P-11 b,HAT-P-11,1,1,2,0,4.88780244,0.00000003,-0.00000003,0,0.053200,0.001000,-0.001000,0,4.901,0.065,-0.065,0,25.00000,1.50000,-1.50000,0,0.257700,0.003300,-0.002500,0,,4780.00,50.00,-50.00,0,0.76,0.01,-0.01,0,0.86,0.06,-0.06,0,37.7647000,0.0337000,-0.0336000
HAT-P-12 b,HAT-P-12,1,1,1,0,3.21305980,0.00000210,-0.00000210,0,0.038400,0.000300,-0.000300,0,10.749,0.325,-0.235,0,67.05900,3.81400,-3.81400,0,0.000000,,,0,K4,4650.00,60.00,-60.00,0,0.70,0.02,-0.01,0,0.73,0.02,-0.02,0,142.7510000,0.4530000,-0.4500000
HAT-P-13 b,HAT-P-13,1,1,2,0,2.91625000,0.00001500,-0.00001500,0,,,,,14.258,0.729,-0.729,0,270.46200,12.07700,-12.07700,0,0.013300,0.004100,-0.004100,0,,,,,,,,,,,,,,246.8100000,2.2280000,-2.1880000
HAT-P-14 b,HAT-P-14,1,2,1,0,4.62767000,0.00000500,-0.00000500,0,,,,,15.917,1.345,-1.345,0,1093.33520,200.23290,-200.23290,0,0.110000,0.010000,-0.010000,0,,6600.00,90.00,-90.00,0,1.82,0.15,-0.15,0,2.65,0.73,-0.73,0,222.6630000,1.2570000,-1.2440000
HAT-P-15 b,HAT-P-15,1,1,1,0,10.86350000,0.00002700,-0.00002700,0,,,,,11.882,0.785,-0.785,0,616.59020,95.34900,-95.34900,0,0.190000,0.020000,-0.020000,0,,5568.00,90.00,-90.00,0,1.07,0.07,-0.07,0,1.00,0.23,-0.23,0,192.5160000,2.0530000,-2.0100000
HAT-P-16 b,HAT-P-16,1,3,1,0,2.77596000,0.00000300,-0.00000300,0,0.041300,0.000400,-0.000400,0,14.448,0.740,-0.740,0,1332.60500,29.87500,-29.87500,0,0.036000,0.004000,-0.004000,0,F8,6158.00,80.00,-80.00,0,1.24,0.05,-0.05,0,1.22,0.04,-0.04,0,226.6370000,4.4710000,-4.3050000
HAT-P-17 b,HAT-P-17,1,1,2,0,10.33852000,0.00000900,-0.00000900,0,,,,,11.769,0.448,-0.448,0,184.34140,19.06980,-19.06980,0,0.350000,0.010000,-0.010000,0,,5246.00,80.00,-80.00,0,0.87,0.04,-0.04,0,0.99,0.15,-0.15,0,92.3831000,0.4851000,-0.4802000
HAT-P-18 b,HAT-P-18,1,1,1,0,5.50802300,0.00000600,-0.00000600,0,0.055900,0.000700,-0.000700,0,11.153,0.583,-0.583,0,62.61000,4.13200,-4.13200,0,0.084000,0.048000,-0.048000,0,K2,4803.00,80.00,-80.00,0,0.75,0.04,-0.04,0,0.77,0.03,-0.03,0,161.4000000,0.6100000,-0.6050000
HAT-P-19 b,HAT-P-19,1,1,1,0,4.00878322,0.00000019,-0.00000019,0,0.045990,0.000630,-0.000580,0,11.299,0.157,-0.146,0,88.03847,5.40308,-5.08525,0,,,,,,4962.00,39.00,-41.00,0,0.77,0.01,-0.01,0,0.81,0.03,-0.03,0,202.0780000,1.4710000,-1.4510000
HAT-P-20 b,HAT-P-20,1,1,1,0,2.87531700,0.00000400,-0.00000400,0,0.036100,0.000500,-0.000500,0,9.718,0.370,-0.370,0,2302.89900,59.43200,-59.43200,0,0.015000,0.005000,-0.005000,0,K3,4595.00,80.00,-80.00,0,0.69,0.02,-0.02,0,0.76,0.03,-0.03,0,71.0374000,0.1994000,-0.1983000
HAT-P-21 b,HAT-P-21,1,1,1,0,4.12448000,0.00000700,-0.00000700,0,,,,,12.442,1.793,-1.793,0,1547.83210,498.99310,-498.99310,0,0.230000,0.020000,-0.020000,0,,5588.00,80.00,-80.00,0,1.21,0.17,-0.17,0,1.24,0.60,-0.60,0,277.2780000,3.2150000,-3.1440000
HAT-P-22 b,HAT-P-22,1,2,1,0,3.21222000,0.00000900,-0.00000900,0,,,,,12.890,2.130,-2.130,0,785.04010,101.70560,-101.70560,0,0.020000,0.010000,-0.010000,0,,5302.00,80.00,-80.00,0,1.11,0.05,-0.05,0,1.13,0.22,-0.22,0,81.7647000,0.2505000,-0.2489000
HAT-P-23 b,HAT-P-23,1,1,1,0,1.21288400,0.00000200,-0.00000200,0,0.023200,0.000200,-0.000200,0,15.334,1.009,-1.009,0,664.23700,35.27800,-35.27800,0,0.106000,0.044000,-0.044000,0,G0,5905.00,80.00,-80.00,0,1.20,0.07,-0.07,0,1.13,0.04,-0.04,0,364.8130000,4.7720000,-4.6530000
HAT-P-24 b,HAT-P-24,1,2,1,0,3.35524000,0.00000700,-0.00000700,0,,,,,14.572,2.354,-2.354,0,238.37250,79.45750,-79.45750,0,0.070000,0.020000,-0.020000,0,,6373.00,80.00,-80.00,0,1.38,0.22,-0.22,0,1.37,0.69,-0.69,0,415.3440000,6.6360000,-6.4350000
HAT-P-25 b,HAT-P-25,1,1,1,0,3.65281514,0.00000076,-0.00000075,0,0.046600,0.000810,-0.000800,0,12.722,0.538,-0.538,0,180.84527,7.31009,-6.99226,0,0.023000,0.022000,-0.014000,0,,5519.00,78.00,-76.00,0,0.92,0.03,-0.03,0,1.01,0.05,-0.05,0,300.3840000,4.3000000,-4.1820000
HAT-P-26 b,HAT-P-26,1,1,1,0,4.23452000,0.00001500,-0.00001500,0,,,,,7.062,0.448,-0.448,0,22.24810,6.35660,-6.35660,0,0.120000,0.060000,-0.060000,0,,5079.00,88.00,-88.00,0,0.87,0.05,-0.05,0,1.12,0.36,-0.36,0,141.8370000,1.1520000,-1.1330000
HAT-P-27 b,HAT-P-27,1,2,1,0,3.03957700,0.00000500,-0.00000600,0,0.040000,0.000800,-0.000800,0,11.430,0.780,-0.670,0,197.05000,9.53000,-9.53000,0,0.000000,,,0,,5316.00,87.12,-122.28,0,0.86,0.05,-0.04,0,0.92,0.12,-0.10,0,199.1730000,1.4510000,-1.4300000
HAT-P-28 b,HAT-P-28,1,1,1,0,3.25721500,0.00000700,-0.00000700,0,0.043400,0.000700,-0.000700,0,13.585,1.267,-0.919,0,198.95300,11.75900,-11.75900,0,0.051000,0.033000,-0.033000,0,G3,5680.00,90.00,-90.00,0,1.10,0.09,-0.07,0,1.02,0.05,-0.05,0,401.3190000,5.5420000,-5.3950000
HAT-P-29 b,HAT-P-29,1,2,1,0,5.72319000,0.00004900,-0.00004900,0,,,,,13.115,1.457,-1.457,0,279.69040,79.45750,-79.45750,0,0.090000,0.050000,-0.050000,0,,6087.00,88.00,-88.00,0,1.30,0.14,-0.14,0,1.45,0.60,-0.60,0,313.5760000,4.4300000,-4.3100000
HAT-P-3 b,HAT-P-3,1,2,1,0,2.89970000,0.00005400,-0.00005400,0,,,,,10.536,0.785,-0.785,0,206.58950,34.96130,-34.96130,0,0.000000,,,0,,5185.00,80.00,-80.00,0,0.87,0.06,-0.06,0,1.06,0.28,-0.28,0,134.5540000,0.4800000,-0.4770000
HAT-P-30 b,HAT-P-30,1,2,1,0,2.81060000,0.00000500,-0.00000500,0,,,,,16.141,1.681,-1.681,0,263.79890,57.20940,-57.20940,0,0.040000,0.020000,-0.020000,0,,6304.00,88.00,-88.00,0,1.31,0.13,-0.13,0,1.55,0.51,-0.51,0,213.9850000,2.2170000,-2.1730000
HAT-P-31 b,HAT-P-31,1,1,1,0,5.00542000,0.00009100,-0.00009100,0,,,,,12.218,1.681,-1.681,0,721.47410,266.97720,-266.97720,0,0.250000,0.000000,0.000000,0,,6065.00,100.00,-100.00,0,1.39,0.11,-0.11,0,1.31,0.73,-0.73,0,344.0500000,2.9130000,-2.8650000
HAT-P-32 b,HAT-P-32,1,2,1,0,2.15000820,0.00000013,-0.00000013,0,0.033970,0.000510,-0.000500,0,22.194,0.504,-0.504,0,216.12440,34.96130,-31.78300,0,0.159000,0.051000,-0.028000,0,,6001.00,88.00,-88.00,0,1.37,0.03,-0.03,0,1.13,0.05,-0.05,0,289.2050000,5.3550000,-5.1670000
HAT-P-33 b,HAT-P-33,1,2,1,0,3.47447000,0.00000100,-0.00000100,0,,,,,20.737,5.492,-5.492,0,292.40360,158.91500,-158.91500,0,0.000000,,,0,,6446.00,88.00,-88.00,0,1.79,0.48,-0.48,0,1.82,1.45,-1.45,0,396.1100000,7.6470000,-7.3680000
HAT-P-34 b,HAT-P-34,1,1,1,0,5.45265400,0.00001600,-0.00001600,0,0.067740,0.000740,-0.000760,0,13.417,1.457,-1.031,0,1058.37390,66.74430,-63.56600,0,0.432000,0.029000,-0.027000,0,,6442.00,88.00,-88.00,0,1.53,0.14,-0.10,0,1.39,0.05,-0.05,0,249.3250000,2.8040000,-2.7440000
HAT-P-35 b,HAT-P-35,1,3,1,0,3.64670600,0.00002100,-0.00002100,0,0.049780,0.000640,-0.000660,0,14.930,1.098,-1.098,0,335.62848,10.48839,-10.48839,0,0.020000,,,1,,6096.00,88.00,-88.00,0,1.44,0.08,-0.08,0,1.24,0.05,-0.05,0,506.9650000,13.1930000,-12.5510000
HAT-P-36 b,HAT-P-36,1,1,1,0,1.32734683,0.00000048,-0.00000048,0,0.024100,0.000470,-0.000470,0,14.314,0.224,-0.224,0,587.41341,27.65121,-27.65121,0,,,,,,5620.00,40.00,-40.00,0,1.04,0.01,-0.01,0,1.03,0.03,-0.03,0,294.4190000,2.2690000,-2.2350000
HAT-P-37 b,HAT-P-37,1,1,1,0,2.79743600,0.00000700,-0.00000700,0,0.037900,0.000600,-0.000600,0,13.204,0.863,-0.863,0,371.52800,32.73500,-32.73500,0,0.058000,0.038000,-0.038000,0,,5500.00,100.00,,0,0.88,0.06,,0,0.93,0.04,,0,390.5940000,2.7230000,-2.6860000
HAT-P-38 b,HAT-P-38,1,1,1,0,4.64038200,0.00003200,-0.00003200,0,0.052300,0.000900,-0.000900,0,9.247,1.031,-0.706,0,84.85700,6.35600,-6.35600,0,0.067000,0.047000,-0.047000,0,,5330.00,100.00,,0,0.92,0.10,,0,0.89,0.04,,0,255.2060000,2.4730000,-2.4270000
HAT-P-39 b,HAT-P-39,1,2,1,0,3.54387000,0.00000500,-0.00000500,0,0.050900,0.000600,-0.000600,0,17.609,1.211,-0.908,0,190.37200,31.46400,-31.46400,0,0.000000,,,0,,6430.00,100.00,,0,1.62,0.08,,0,1.40,0.05,,0,697.0040000,17.9380000,-17.0750000
HAT-P-4 b,HAT-P-4,1,2,1,0,3.05653600,,,0,0.044380,0.000810,-0.001500,0,14.280,0.549,-0.673,0,213.25500,10.48800,-13.98400,0,0.000000,,,0,,5860.00,80.00,,0,,,,,,,,,320.4510000,2.8520000,-2.8020000
HAT-P-40 b,HAT-P-40,1,1,1,0,4.45724000,0.00001000,-0.00001000,0,,,,,17.038,1.906,-1.906,0,152.55840,41.31790,-41.31790,0,0.000000,,,0,,6080.00,100.00,-100.00,0,1.94,0.22,-0.22,0,1.03,0.40,-0.40,0,464.4690000,6.5370000,-6.3610000
HAT-P-41 b,HAT-P-41,1,2,1,0,2.69405000,0.00000400,-0.00000400,0,,,,,22.978,5.604,-5.604,0,378.21770,190.69800,-190.69800,0,0.000000,,,0,,6390.00,100.00,-100.00,0,2.05,0.50,-0.50,0,2.56,1.90,-1.90,0,348.1850000,4.5290000,-4.4170000
HAT-P-42 b,HAT-P-42,1,1,1,0,4.64187800,0.00003200,-0.00003200,0,0.057500,0.001100,-0.001100,0,14.348,1.715,-1.715,0,331.80100,26.37900,-26.37900,0,0.000000,,,0,,5743.00,50.00,-50.00,0,1.53,0.14,-0.14,0,1.18,0.07,-0.07,0,405.2380000,7.7790000,-7.4960000
HAT-P-44 b,HAT-P-44,1,1,2,0,4.30121900,0.00001900,-0.00001900,0,0.050700,0.000700,-0.000700,0,13.922,1.188,-0.572,0,111.87100,9.21700,-9.21700,0,0.044000,0.052000,-0.052000,0,,5295.00,100.00,-100.00,0,0.95,0.08,-0.04,0,0.94,0.04,-0.04,0,347.8500000,2.2260000,-2.1990000
HAT-P-45 b,HAT-P-45,1,1,1,0,3.12899200,0.00002100,-0.00002100,0,0.045200,0.000700,-0.000700,0,15.984,1.962,-0.975,0,283.49200,43.54100,-31.46400,0,0.049000,0.063000,-0.063000,0,,6330.00,100.00,-100.00,0,1.32,0.15,-0.07,0,1.26,0.06,-0.06,0,298.6400000,6.0310000,-5.8010000
HAT-P-46 b,HAT-P-46,1,1,1,0,4.46312900,0.00004800,-0.00004800,0,0.057700,0.001400,-0.000900,0,14.392,3.038,-1.491,0,156.68400,26.06100,-16.52600,0,0.123000,0.120000,-0.120000,0,,6120.00,100.00,-100.00,0,1.40,0.29,-0.14,0,1.28,0.10,-0.06,0,290.7360000,5.1100000,-4.9400000
HAT-P-49 b,HAT-P-49,1,1,1,0,2.69155000,0.00000600,-0.00000600,0,,,,,17.822,2.018,-2.018,0,699.22600,187.51970,-187.51970,0,0.000000,,,0,,6820.00,52.00,-52.00,0,2.06,0.23,-0.23,0,2.22,0.83,-0.83,0,350.3510000,3.5520000,-3.4820000
HAT-P-5 b,HAT-P-5,1,1,1,0,2.78849000,0.00002500,-0.00002500,0,,,,,13.563,1.121,-1.121,0,311.47340,63.56600,-63.56600,0,0.000000,,,0,,5960.00,100.00,-100.00,0,1.12,0.09,-0.09,0,1.04,0.29,-0.29,0,303.3360000,1.8120000,-1.7910000
HAT-P-50 b,HAT-P-50,1,1,1,0,3.12201090,0.00000650,-0.00000650,0,0.045300,0.000580,-0.001400,0,14.437,0.717,-0.717,0,429.07050,23.20159,-23.20159,0,0.115000,,,1,,6280.00,49.00,-49.00,0,1.70,0.07,-0.07,0,1.27,0.05,-0.12,0,515.4580000,16.6960000,-15.6970000
HAT-P-51 b,HAT-P-51,1,1,1,0,4.21802091,0.00000066,-0.00000066,0,0.050420,0.000680,-0.000650,0,13.507,0.191,-0.179,0,97.57332,6.67440,-6.35657,0,,,,,,5453.00,31.00,-32.00,0,0.99,0.01,-0.01,0,0.96,0.04,-0.04,0,440.0890000,8.1890000,-7.9010000
HAT-P-52 b,HAT-P-52,1,1,1,0,2.75359530,0.00000940,-0.00000940,0,0.036940,0.000380,-0.000380,0,11.310,0.807,-0.807,0,259.98494,9.21707,-9.21707,0,0.047000,,,1,,5131.00,50.00,-50.00,0,0.89,0.05,-0.05,0,0.89,0.03,-0.03,0,361.1550000,4.2875000,-4.2875000
HAT-P-53 b,HAT-P-53,1,1,1,0,1.96162410,0.00000390,-0.00000390,0,0.031590,0.000420,-0.000420,0,14.773,1.020,-1.020,0,471.65972,17.79848,-17.79848,0,0.134000,,,1,,5956.00,50.00,-50.00,0,1.21,0.08,-0.06,0,1.09,0.04,-0.04,0,666.8020000,15.2760000,-14.6190000
HAT-P-54 b,HAT-P-54,1,1,1,0,3.79984700,0.00001400,-0.00001400,0,0.041170,0.000430,-0.000430,0,10.581,0.314,-0.314,0,241.55080,10.17056,-10.17056,0,0.074000,,,1,,4390.00,50.00,-50.00,0,0.62,0.01,-0.01,0,0.65,0.02,-0.02,0,143.6510000,0.5830000,-0.5790000
HAT-P-55 b,HAT-P-55,1,1,1,0,3.58523130,0.00000051,-0.00000051,0,0.046280,0.000740,-0.000720,0,14.841,0.258,-0.247,0,189.42573,23.20147,-22.88365,0,,,,,,5804.00,37.00,-37.00,0,1.10,0.02,-0.02,0,1.03,0.05,-0.05,0,511.3880000,3.6340000,-3.5850000
HAT-P-56 b,HAT-P-56,1,1,1,0,2.79083000,0.00000500,-0.00000500,0,,,,,16.926,1.233,-1.233,0,734.18730,139.84520,-139.84520,0,,,,,,6566.00,50.00,-50.00,0,1.47,0.11,-0.11,0,1.42,0.33,-0.33,0,320.6390000,5.6520000,-5.4630000
HAT-P-57 b,HAT-P-57,1,3,1,0,2.46530000,0.00000300,-0.00000300,0,,,,,19.504,4.035,-4.035,0,448.14030,483.10160,-483.10160,0,0.000000,,,0,,6330.00,124.00,-124.00,0,1.85,0.39,-0.39,0,2.77,1.74,-1.74,0,279.8600000,3.2490000,-3.1760000
HAT-P-58 b,HAT-P-58,1,1,1,0,4.01383790,0.00000240,-0.00000240,0,0.049940,0.000440,-0.000440,0,14.930,0.482,-0.482,0,118.23217,9.53485,-9.53485,0,0.073000,,,1,,6078.00,48.00,-48.00,0,1.53,0.03,-0.03,0,1.03,0.03,-0.03,0,515.5900000,12.7770000,-12.1840000
HAT-P-59 b,HAT-P-59,1,1,1,0,4.14197710,0.00000120,-0.00000120,0,0.050640,0.000370,-0.000370,0,12.588,0.146,-0.146,0,489.45575,21.29450,-21.29450,0,0.030000,,,1,,5678.00,16.00,-16.00,0,1.10,0.01,-0.01,0,1.01,0.02,-0.02,0,265.4710000,1.3740000,-1.3600000
HAT-P-6 b,HAT-P-6,1,1,1,0,3.85298000,0.00000500,-0.00000500,0,,,,,16.589,1.681,-1.681,0,419.53560,95.34900,-95.34900,0,0.000000,,,0,,6570.00,80.00,-80.00,0,1.62,0.17,-0.17,0,1.79,0.60,-0.60,0,275.3580000,3.6360000,-3.5450000
HAT-P-60 b,HAT-P-60,1,1,1,0,4.79478130,0.00000240,-0.00000240,0,0.062770,0.000170,-0.000170,0,18.282,0.269,-0.269,0,182.43351,12.07748,-12.07748,0,0.250000,,,1,,6212.00,26.00,-26.00,0,2.20,0.03,-0.02,0,1.44,0.01,-0.01,0,233.2200000,2.6870000,-2.6270000
HAT-P-61 b,HAT-P-61,1,1,1,0,1.90231289,0.00000077,-0.00000077,0,0.030100,0.000340,-0.000340,0,10.077,0.303,-0.303,0,335.94463,22.24799,-22.24799,0,0.113000,,,1,,5587.00,45.00,-45.00,0,0.94,0.01,-0.01,0,1.00,0.03,-0.03,0,338.8400000,4.1490000,-4.0510000
HAT-P-62 b,HAT-P-62,1,1,1,0,2.64532350,0.00000390,-0.00000390,0,0.037720,0.000240,-0.000240,0,12.027,0.325,-0.325,0,241.86742,27.96890,-27.96890,0,0.101000,,,1,,5629.00,48.00,-48.00,0,1.17,0.02,-0.02,0,1.02,0.02,-0.02,0,348.8150000,4.9510000,-4.8160000
HAT-P-63 b,HAT-P-63,1,1,1,0,3.37772800,0.00001300,-0.00001300,0,0.042940,0.000350,-0.000350,0,12.543,0.370,-0.370,0,195.14664,7.62788,-7.62788,0,0.069000,,,1,,5400.00,55.00,-39.00,0,0.97,0.01,-0.01,0,0.93,0.02,-0.02,0,403.4580000,3.9800000,-3.9040000
HAT-P-64 b,HAT-P-64,1,1,1,0,4.00723200,0.00000170,-0.00000170,0,0.053870,0.000300,-0.000300,0,19.089,0.785,-0.785,0,184.34048,57.20911,-41.31769,0,0.101000,,,1,,6457.00,29.00,-29.00,0,1.74,0.04,-0.03,0,1.30,0.02,-0.02,0,651.8970000,15.4130000,-14.7280000
HAT-P-65 b,HAT-P-65,1,1,1,0,2.60544751,0.00000050,-0.00000049,0,0.040420,0.000570,-0.000550,0,18.058,0.269,-0.269,0,176.07694,29.24021,-28.92239,0,,,,,,5872.00,40.00,-40.00,0,1.67,0.02,-0.02,0,1.30,0.06,-0.05,0,738.5190000,19.9240000,-18.9220000
HAT-P-66 b,HAT-P-66,1,1,1,0,2.97208600,0.00000570,-0.00000570,0,0.043630,0.001210,-0.000640,0,17.822,1.793,-1.121,0,248.86089,18.11631,-18.11631,0,0.090000,,,1,G0,6002.00,50.00,-50.00,0,1.88,0.15,-0.10,0,1.25,0.11,-0.05,0,935.4560000,24.3610000,-23.1770000
